TransactionID,Time,Date,Drinker,License,Bar
14458,3:13:53,5/1/2015,Clinton Vasquez,189932-3255,BALDUCCI'S
14459,2:21:52,5/17/2017,Mona Rodriguez,189932-3255,BALDUCCI'S
14460,15:17:01,5/16/2018,Quamar Frank,189932-3255,BALDUCCI'S
14461,3:56:02,6/17/2016,Rachel Hart,189932-3255,BALDUCCI'S
14462,14:09:26,5/8/2017,Oliver Mcclure,189932-3255,BALDUCCI'S
14463,5:36:23,1/13/2017,Donovan Ramirez,189932-3255,BALDUCCI'S
14464,3:17:53,9/21/2018,Sloane Cooley,189932-3255,BALDUCCI'S
14465,13:23:56,5/31/2017,Ezekiel Padilla,189932-3255,BALDUCCI'S
14466,7:11:02,6/15/2018,Karyn Clark,189932-3255,BALDUCCI'S
14467,4:24:44,1/30/2018,Kai Dunn,189932-3255,BALDUCCI'S
14468,10:48:09,1/16/2017,Hiram Ware,189932-3255,BALDUCCI'S
14469,13:48:58,11/28/2017,Jocelyn Horn,189932-3255,BALDUCCI'S
14470,15:13:42,7/27/2015,Xanthus Phelps,189932-3255,BALDUCCI'S
14471,4:09:01,4/28/2015,Oren English,189932-3255,BALDUCCI'S
14472,4:02:22,8/31/2017,Joel Holloway,189932-3255,BALDUCCI'S
14473,9:14:38,5/8/2017,Amery Douglas,189932-3255,BALDUCCI'S
14474,3:31:07,9/19/2018,Quamar Frank,189932-3255,BALDUCCI'S
14475,16:07:05,9/11/2018,Ciara Price,023683-4925,Artesian
14476,5:50:14,3/23/2016,Abel Pace,023683-4925,Artesian
14477,20:59:38,2/27/2018,Chester Estes,023683-4925,Artesian
14478,16:23:33,9/9/2015,Berk Heath,023683-4925,Artesian
14479,13:40:05,9/4/2015,Samson Meyer,023683-4925,Artesian
14480,5:39:52,11/6/2018,Octavia Cook,023683-4925,Artesian
14481,15:15:43,12/20/2016,Idona Anderson,023683-4925,Artesian
14482,19:03:16,1/14/2015,Damian Ingram,023683-4925,Artesian
14483,7:26:31,3/15/2017,Lionel Fields,023683-4925,Artesian
14484,7:07:51,5/2/2018,Jordan Adams,023683-4925,Artesian
14485,10:13:44,12/5/2018,Renee Compton,023683-4925,Artesian
14486,21:09:34,10/18/2016,Rowan Keith,023683-4925,Artesian
14487,15:56:48,5/15/2015,Cassidy Pickett,023683-4925,Artesian
14488,5:32:34,11/22/2018,Yvette Jackson,023683-4925,Artesian
14489,20:47:55,12/19/2016,Renee Compton,023683-4925,Artesian
14490,9:11:55,6/1/2016,Lara Suarez,023683-4925,Artesian
14491,14:58:14,3/23/2016,Lionel Fields,023683-4925,Artesian
14492,16:40:47,3/18/2016,Colin Crane,023683-4925,Artesian
14493,12:53:35,5/9/2018,Shaine Massey,023683-4925,Artesian
14494,9:46:28,7/6/2018,Hakeem Green,023683-4925,Artesian
14495,4:39:49,1/13/2016,Cherokee Hinton,023683-4925,Artesian
14496,4:59:49,3/14/2016,Jayme Anthony,023683-4925,Artesian
14497,5:03:33,10/24/2017,Nelle Walter,023683-4925,Artesian
14498,20:15:27,9/21/2016,Nash Whitaker,023683-4925,Artesian
14499,12:28:18,9/18/2018,Anjolie Preston,023683-4925,Artesian
14500,7:26:43,3/2/2018,Duncan Landry,023683-4925,Artesian
14501,6:34:37,2/11/2015,Nelle Walter,023683-4925,Artesian
14502,11:18:51,4/25/2016,Samantha Bass,023683-4925,Artesian
14503,21:35:41,12/19/2017,Hop Sears,023683-4925,Artesian
14504,19:46:58,9/10/2018,Anjolie Joseph,023683-4925,Artesian
14505,14:22:51,2/22/2016,Carissa Daniel,023683-4925,Artesian
14506,6:26:57,6/16/2015,Brendan Rocha,023683-4925,Artesian
14507,5:27:20,5/19/2015,Hop Sears,023683-4925,Artesian
14508,17:20:25,3/16/2017,Aubrey Dudley,023683-4925,Artesian
14509,6:50:10,3/25/2016,Renee Compton,023683-4925,Artesian
14510,3:57:31,3/21/2018,Tatyana Harvey,023683-4925,Artesian
14511,13:03:59,2/15/2016,Abdul Pope,023683-4925,Artesian
14512,4:11:04,8/2/2018,Driscoll Atkinson,023683-4925,Artesian
14513,5:39:27,5/23/2018,Nissim Golden,023683-4925,Artesian
14514,11:27:33,7/19/2017,Hakeem Malone,023683-4925,Artesian
14515,20:18:42,7/15/2015,Lacey Vaughn,023683-4925,Artesian
14516,10:33:56,10/16/2018,Justine Rollins,023683-4925,Artesian
14517,15:14:13,12/11/2015,McKenzie Petty,023683-4925,Artesian
14518,13:29:08,6/22/2018,Luke Burks,023683-4925,Artesian
14519,10:51:58,10/31/2016,Arden Mcgee,023683-4925,Artesian
14520,8:45:18,4/20/2018,Tara Hamilton,023683-4925,Artesian
14521,6:03:47,3/22/2016,Duncan Landry,023683-4925,Artesian
14522,16:27:34,5/9/2017,Ciara Price,023683-4925,Artesian
14523,10:14:59,3/9/2018,Moses Weiss,023683-4925,Artesian
14524,4:02:07,11/10/2017,Mallory Faulkner,023683-4925,Artesian
14525,15:59:24,1/13/2016,Lacey Vaughn,023683-4925,Artesian
14526,9:18:32,11/2/2017,Anjolie Preston,023683-4925,Artesian
14527,13:42:34,7/28/2016,Chester Estes,023683-4925,Artesian
14528,10:17:02,12/10/2018,Andrew Vega,023683-4925,Artesian
14529,8:52:53,10/2/2015,Lara Suarez,023683-4925,Artesian
14530,11:42:20,10/7/2015,Amir Conrad,023683-4925,Artesian
14531,9:19:57,12/14/2018,Damian Ingram,023683-4925,Artesian
14532,21:37:05,9/4/2015,Marny Vaughn,023683-4925,Artesian
14533,20:32:15,12/8/2015,Lane Fischer,023683-4925,Artesian
14534,10:59:16,5/9/2017,Idona Anderson,023683-4925,Artesian
14535,15:01:39,4/6/2018,Dolan Holcomb,023683-4925,Artesian
14536,14:41:04,7/29/2015,May Glover,023683-4925,Artesian
14537,6:59:35,2/4/2016,Tucker Bright,023683-4925,Artesian
14538,4:09:41,3/21/2017,Leila Cobb,023683-4925,Artesian
14539,15:27:31,8/18/2015,Vaughan Mcgowan,023683-4925,Artesian
14540,4:33:02,10/4/2018,Brody Hopper,023683-4925,Artesian
14541,15:42:45,6/23/2016,Lionel Fields,023683-4925,Artesian
14542,19:28:54,8/6/2018,Jack Contreras,023683-4925,Artesian
14543,4:14:49,7/9/2018,Cairo Webb,023683-4925,Artesian
14544,6:25:16,2/9/2018,Xandra Hopkins,023683-4925,Artesian
14545,10:40:53,8/7/2015,Freya Myers,023683-4925,Artesian
14546,19:54:08,8/28/2018,Maryam Cote,023683-4925,Artesian
14547,19:01:46,1/19/2017,Madison Hahn,023683-4925,Artesian
14548,17:47:04,3/29/2016,Ivy Barnett,023683-4925,Artesian
14549,21:01:48,1/11/2016,Inga Sloan,023683-4925,Artesian
14550,12:28:20,11/26/2015,Wyoming Marsh,023683-4925,Artesian
14551,14:08:30,10/1/2015,Buckminster Suarez,023683-4925,Artesian
14552,19:13:37,5/1/2017,Rowan Keith,023683-4925,Artesian
14553,20:24:38,6/1/2016,Damian Ingram,023683-4925,Artesian
14554,16:15:30,3/16/2018,Emma Irwin,023683-4925,Artesian
14555,6:20:47,8/3/2015,Latifah Collins,023683-4925,Artesian
14556,19:12:21,1/25/2017,McKenzie Petty,023683-4925,Artesian
14557,3:06:19,3/24/2015,Madeson Pruitt,023683-4925,Artesian
14558,8:29:04,11/10/2017,Hop Sears,023683-4925,Artesian
14559,17:26:15,2/26/2016,Hop Sears,023683-4925,Artesian
14560,17:34:31,1/19/2015,Madison Hahn,023683-4925,Artesian
14561,19:57:55,4/12/2018,Yardley Paul,023683-4925,Artesian
14562,21:19:38,2/9/2017,Jemima Gilliam,023683-4925,Artesian
14563,15:28:38,5/12/2015,Cherokee Hinton,023683-4925,Artesian
14564,6:52:18,5/8/2017,Lysandra Walters,023683-4925,Artesian
14565,8:13:10,2/8/2016,Jack Contreras,023683-4925,Artesian
14566,3:07:46,10/26/2015,Nash Whitaker,023683-4925,Artesian
14567,8:50:38,9/14/2016,Chester Estes,023683-4925,Artesian
14568,12:40:10,3/28/2017,Rebecca Cantu,023683-4925,Artesian
14569,4:49:46,4/10/2017,Yvette Jackson,023683-4925,Artesian
14570,6:53:37,7/7/2015,Griffin Harding,023683-4925,Artesian
14571,19:23:35,12/17/2015,Chester Estes,023683-4925,Artesian
14572,5:58:06,11/28/2018,Madeson Pruitt,023683-4925,Artesian
14573,6:22:58,1/21/2016,Lane Fischer,023683-4925,Artesian
14574,8:52:38,12/4/2018,Christopher Middleton,023683-4925,Artesian
14575,13:02:35,3/25/2016,Tamekah Ortega,392762-0769,CHICKEN BASKET
14576,6:50:24,12/8/2015,Latifah Whitney,392762-0769,CHICKEN BASKET
14577,14:10:20,6/16/2016,Hayes Newman,392762-0769,CHICKEN BASKET
14578,3:57:07,1/27/2017,Meredith Potts,392762-0769,CHICKEN BASKET
14579,18:18:28,11/30/2016,TaShya Hendrix,392762-0769,CHICKEN BASKET
14580,16:27:51,6/15/2015,Ivory Jenkins,392762-0769,CHICKEN BASKET
14581,18:43:59,3/22/2017,Velma Burns,392762-0769,CHICKEN BASKET
14582,11:44:41,2/15/2016,Hiram Wyatt,392762-0769,CHICKEN BASKET
14583,8:17:14,6/1/2016,Rhona Fuentes,392762-0769,CHICKEN BASKET
14584,19:58:23,4/30/2018,Vance Dunlap,392762-0769,CHICKEN BASKET
14585,19:00:50,12/27/2017,Judith Blanchard,392762-0769,CHICKEN BASKET
14586,9:05:45,3/26/2018,May Carpenter,392762-0769,CHICKEN BASKET
14587,14:15:32,10/28/2016,McKenzie Mayo,392762-0769,CHICKEN BASKET
14588,11:19:44,3/30/2017,Sylvester Hardin,392762-0769,CHICKEN BASKET
14589,12:00:06,1/5/2016,Quinlan Sandoval,392762-0769,CHICKEN BASKET
14590,10:14:44,5/19/2015,Mechelle Dodson,392762-0769,CHICKEN BASKET
14591,9:17:09,7/18/2017,Kaden Maynard,392762-0769,CHICKEN BASKET
14592,18:35:14,4/5/2018,Scott Myers,392762-0769,CHICKEN BASKET
14593,16:11:47,12/8/2016,Velma Burns,392762-0769,CHICKEN BASKET
14594,8:14:41,4/12/2017,Tamekah Ortega,392762-0769,CHICKEN BASKET
14595,6:17:08,6/8/2016,Zelenia Stanton,392762-0769,CHICKEN BASKET
14596,5:54:16,11/3/2016,Nicole Larsen,392762-0769,CHICKEN BASKET
14597,9:49:07,7/3/2015,Quinlan Sandoval,392762-0769,CHICKEN BASKET
14598,14:53:17,7/13/2015,Armando Rivas,392762-0769,CHICKEN BASKET
14599,13:05:44,2/13/2018,Velma Burns,392762-0769,CHICKEN BASKET
14600,12:41:11,6/16/2017,Rhona Fuentes,392762-0769,CHICKEN BASKET
14601,11:57:57,7/3/2015,Jennifer Roberts,392762-0769,CHICKEN BASKET
14602,17:06:31,3/4/2016,Judith Blanchard,392762-0769,CHICKEN BASKET
14603,5:28:13,11/23/2018,Isabella Christian,392762-0769,CHICKEN BASKET
14604,7:22:34,4/20/2015,Timothy Barron,392762-0769,CHICKEN BASKET
14605,18:36:13,11/6/2015,Erin Cummings,392762-0769,CHICKEN BASKET
14606,10:49:45,5/30/2017,Jennifer Roberts,392762-0769,CHICKEN BASKET
14607,16:47:27,6/5/2015,Scott Myers,392762-0769,CHICKEN BASKET
14608,19:07:44,4/5/2017,Gemma Larson,392762-0769,CHICKEN BASKET
14609,8:40:52,8/25/2017,Brenna Callahan,392762-0769,CHICKEN BASKET
14610,8:27:22,10/24/2017,Bert Bender,392762-0769,CHICKEN BASKET
14611,12:35:54,8/3/2015,Oscar Valenzuela,392762-0769,CHICKEN BASKET
14612,6:17:14,12/14/2015,Timothy Barron,392762-0769,CHICKEN BASKET
14613,13:17:03,12/20/2017,Latifah Bean,392762-0769,CHICKEN BASKET
14614,5:45:41,11/16/2016,Zenaida Gallagher,392762-0769,CHICKEN BASKET
14615,2:34:32,12/18/2017,Martin Hendricks,392762-0769,CHICKEN BASKET
14616,5:00:24,7/21/2017,Alisa Foreman,392762-0769,CHICKEN BASKET
14617,18:25:49,5/7/2018,Phoebe Brooks,392762-0769,CHICKEN BASKET
14618,10:40:02,7/24/2018,Rhona Fuentes,392762-0769,CHICKEN BASKET
14619,17:56:30,1/2/2018,Nash Leach,392762-0769,CHICKEN BASKET
14620,8:07:54,10/18/2018,Leroy Harper,392762-0769,CHICKEN BASKET
14621,14:45:06,7/29/2016,Kiona Guerrero,392762-0769,CHICKEN BASKET
14622,15:58:35,4/10/2015,McKenzie Mayo,392762-0769,CHICKEN BASKET
14623,7:45:49,9/26/2016,Ian Stevenson,392762-0769,CHICKEN BASKET
14624,14:17:20,6/7/2017,Unity Alston,392762-0769,CHICKEN BASKET
14625,3:36:38,12/30/2015,Abigail Collier,392762-0769,CHICKEN BASKET
14626,13:34:25,4/8/2016,Maite Wagner,392762-0769,CHICKEN BASKET
14627,8:59:59,11/20/2017,Maite Wagner,392762-0769,CHICKEN BASKET
14628,13:06:04,12/18/2017,McKenzie Mayo,392762-0769,CHICKEN BASKET
14629,7:43:18,1/12/2018,Valentine Santiago,392762-0769,CHICKEN BASKET
14630,14:41:45,7/15/2016,Alisa Foreman,392762-0769,CHICKEN BASKET
14631,15:44:43,6/13/2017,Jennifer Roberts,392762-0769,CHICKEN BASKET
14632,6:19:57,11/3/2017,Alma Schmidt,392762-0769,CHICKEN BASKET
14633,10:05:44,10/28/2016,Vance Dunlap,392762-0769,CHICKEN BASKET
14634,11:16:41,2/23/2017,Nicole Larsen,392762-0769,CHICKEN BASKET
14635,6:52:54,5/18/2015,Malcolm Wilder,392762-0769,CHICKEN BASKET
14636,8:06:43,10/3/2017,Scott Myers,392762-0769,CHICKEN BASKET
14637,3:43:36,12/24/2018,Isabella Christian,392762-0769,CHICKEN BASKET
14638,11:31:13,9/1/2017,Latifah Whitney,392762-0769,CHICKEN BASKET
14639,12:06:24,7/18/2017,Thomas Howell,392762-0769,CHICKEN BASKET
14640,5:49:53,1/27/2017,Ralph Petersen,392762-0769,CHICKEN BASKET
14641,12:10:35,6/29/2017,Moana Griffin,392762-0769,CHICKEN BASKET
14642,9:45:40,9/1/2016,Lewis Olsen,392762-0769,CHICKEN BASKET
14643,10:04:04,3/4/2015,Oscar Valenzuela,392762-0769,CHICKEN BASKET
14644,12:16:12,7/1/2016,Russell Dickson,392762-0769,CHICKEN BASKET
14645,12:42:20,1/28/2015,Colorado Burgess,392762-0769,CHICKEN BASKET
14646,16:52:23,3/4/2016,Kameko Stokes,392762-0769,CHICKEN BASKET
14647,4:26:39,2/2/2017,James Villarreal,392762-0769,CHICKEN BASKET
14648,6:16:29,10/19/2018,Oscar Valenzuela,392762-0769,CHICKEN BASKET
14649,9:07:36,5/19/2016,Hiram Wyatt,392762-0769,CHICKEN BASKET
14650,16:39:03,6/28/2017,Alma Schmidt,392762-0769,CHICKEN BASKET
14651,12:57:55,12/1/2017,Thomas Howell,392762-0769,CHICKEN BASKET
14652,14:07:05,7/17/2017,Alisa Foreman,392762-0769,CHICKEN BASKET
14653,12:09:23,5/13/2015,Hayley Cleveland,392762-0769,CHICKEN BASKET
14654,14:30:23,1/4/2018,Phoebe Brooks,392762-0769,CHICKEN BASKET
14655,17:04:12,11/10/2016,Mufutau Christensen,953947-6565,MOBY DICK SEAFOOD
14656,16:18:25,1/29/2015,Gannon Miller,953947-6565,MOBY DICK SEAFOOD
14657,8:42:15,8/23/2016,Larissa Pate,953947-6565,MOBY DICK SEAFOOD
14658,14:25:37,5/2/2018,Madison Mcbride,953947-6565,MOBY DICK SEAFOOD
14659,19:05:31,3/24/2017,Blythe Snow,953947-6565,MOBY DICK SEAFOOD
14660,7:42:29,5/10/2018,Raja Bowman,953947-6565,MOBY DICK SEAFOOD
14661,19:49:58,9/10/2015,Candace Gates,953947-6565,MOBY DICK SEAFOOD
14662,13:51:05,4/1/2016,Raja Bowman,953947-6565,MOBY DICK SEAFOOD
14663,6:58:09,11/2/2016,Signe Nieves,953947-6565,MOBY DICK SEAFOOD
14664,5:04:17,3/22/2017,Amy Lott,953947-6565,MOBY DICK SEAFOOD
14665,20:39:47,4/24/2017,Casey Hancock,953947-6565,MOBY DICK SEAFOOD
14666,15:51:19,8/3/2015,Camille Webster,953947-6565,MOBY DICK SEAFOOD
14667,18:54:42,11/3/2017,Candace Gates,953947-6565,MOBY DICK SEAFOOD
14668,15:55:36,8/2/2017,Simone Strong,953947-6565,MOBY DICK SEAFOOD
14669,12:42:05,12/11/2018,Felicia Lambert,953947-6565,MOBY DICK SEAFOOD
14670,5:41:47,9/2/2015,Candace Gates,953947-6565,MOBY DICK SEAFOOD
14671,10:33:17,5/19/2015,Candace Gates,953947-6565,MOBY DICK SEAFOOD
14672,17:54:39,11/8/2016,Signe Nieves,953947-6565,MOBY DICK SEAFOOD
14673,19:09:27,7/21/2015,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14674,13:30:30,5/9/2017,Felicia Lambert,953947-6565,MOBY DICK SEAFOOD
14675,6:47:06,10/20/2017,Casey Hancock,953947-6565,MOBY DICK SEAFOOD
14676,16:53:47,11/17/2017,Eleanor Summers,953947-6565,MOBY DICK SEAFOOD
14677,7:42:29,11/23/2017,Isadora Burgess,953947-6565,MOBY DICK SEAFOOD
14678,20:26:06,6/13/2017,Martha Valentine,953947-6565,MOBY DICK SEAFOOD
14679,20:19:35,3/17/2015,Nell Francis,953947-6565,MOBY DICK SEAFOOD
14680,5:50:33,5/3/2018,Cain Bond,953947-6565,MOBY DICK SEAFOOD
14681,9:57:31,10/8/2018,Madison Mcbride,953947-6565,MOBY DICK SEAFOOD
14682,13:41:27,3/10/2015,Eleanor Landry,953947-6565,MOBY DICK SEAFOOD
14683,17:30:06,1/14/2015,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14684,12:14:44,12/29/2015,Quyn Mcclure,953947-6565,MOBY DICK SEAFOOD
14685,17:53:00,5/9/2016,Larissa Pate,953947-6565,MOBY DICK SEAFOOD
14686,12:14:15,1/11/2016,Nell Francis,953947-6565,MOBY DICK SEAFOOD
14687,17:12:38,12/2/2016,Ebony Walter,953947-6565,MOBY DICK SEAFOOD
14688,7:03:23,7/14/2016,Gannon Miller,953947-6565,MOBY DICK SEAFOOD
14689,12:59:37,4/25/2016,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14690,9:15:48,11/28/2016,Ebony Walter,953947-6565,MOBY DICK SEAFOOD
14691,7:31:39,4/22/2015,Halee Mcclain,953947-6565,MOBY DICK SEAFOOD
14692,5:09:26,6/5/2015,Isadora Burgess,953947-6565,MOBY DICK SEAFOOD
14693,10:12:16,5/26/2016,Simone Strong,953947-6565,MOBY DICK SEAFOOD
14694,15:48:06,9/29/2017,Raja Bowman,953947-6565,MOBY DICK SEAFOOD
14695,6:33:57,9/20/2017,Camille Webster,953947-6565,MOBY DICK SEAFOOD
14696,8:47:27,11/24/2017,Alfonso Langley,953947-6565,MOBY DICK SEAFOOD
14697,7:41:08,3/1/2017,Raja Bowman,953947-6565,MOBY DICK SEAFOOD
14698,14:32:31,12/10/2018,Larissa Pate,953947-6565,MOBY DICK SEAFOOD
14699,9:13:37,1/18/2018,Raja Bowman,953947-6565,MOBY DICK SEAFOOD
14700,20:12:19,2/8/2018,Eleanor Summers,953947-6565,MOBY DICK SEAFOOD
14701,6:19:18,6/13/2017,Larissa Pate,953947-6565,MOBY DICK SEAFOOD
14702,10:41:35,12/1/2015,Madison Mcbride,953947-6565,MOBY DICK SEAFOOD
14703,17:46:46,5/17/2017,Cain Bond,953947-6565,MOBY DICK SEAFOOD
14704,4:40:50,5/30/2017,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14705,9:16:09,7/12/2018,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14706,12:07:45,3/23/2017,Halee Mcclain,953947-6565,MOBY DICK SEAFOOD
14707,4:59:14,3/2/2015,Felicia Lambert,953947-6565,MOBY DICK SEAFOOD
14708,5:43:06,12/31/2018,Dieter Collins,953947-6565,MOBY DICK SEAFOOD
14709,19:00:51,1/9/2018,Anne Floyd,953947-6565,MOBY DICK SEAFOOD
14710,4:35:57,12/23/2016,Quyn Mcclure,953947-6565,MOBY DICK SEAFOOD
14711,14:48:50,4/6/2018,Gannon Miller,953947-6565,MOBY DICK SEAFOOD
14712,14:47:29,5/24/2016,Halee Mcclain,953947-6565,MOBY DICK SEAFOOD
14713,6:43:56,9/20/2018,Camille Webster,953947-6565,MOBY DICK SEAFOOD
14714,17:29:49,12/4/2017,Isadora Burgess,953947-6565,MOBY DICK SEAFOOD
14715,9:18:59,4/12/2016,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14716,5:45:19,8/30/2018,Simone Strong,953947-6565,MOBY DICK SEAFOOD
14717,12:13:16,2/1/2017,Dane Mcgee,953947-6565,MOBY DICK SEAFOOD
14718,12:32:34,12/5/2017,Dieter Collins,953947-6565,MOBY DICK SEAFOOD
14719,18:34:49,5/13/2016,Raja Bowman,953947-6565,MOBY DICK SEAFOOD
14720,14:11:54,12/22/2017,Camille Webster,953947-6565,MOBY DICK SEAFOOD
14721,13:58:36,3/20/2017,Quyn Mcclure,953947-6565,MOBY DICK SEAFOOD
14722,15:19:14,8/9/2018,Signe Nieves,953947-6565,MOBY DICK SEAFOOD
14723,20:22:56,2/5/2018,Shafira Murray,953947-6565,MOBY DICK SEAFOOD
14724,15:20:59,8/22/2018,Coby Bullock,953947-6565,MOBY DICK SEAFOOD
14725,6:07:33,9/16/2015,Signe Nieves,953947-6565,MOBY DICK SEAFOOD
14726,11:37:59,6/22/2016,Candace Gates,953947-6565,MOBY DICK SEAFOOD
14727,9:40:43,3/18/2016,Blythe Snow,953947-6565,MOBY DICK SEAFOOD
14728,12:52:01,3/10/2015,Eleanor Summers,953947-6565,MOBY DICK SEAFOOD
14729,17:14:59,4/7/2015,Coby Bullock,953947-6565,MOBY DICK SEAFOOD
14730,16:42:21,9/1/2017,Casey Hancock,953947-6565,MOBY DICK SEAFOOD
14731,19:28:13,1/12/2015,Casey Hancock,953947-6565,MOBY DICK SEAFOOD
14732,6:49:09,9/24/2015,Eleanor Summers,953947-6565,MOBY DICK SEAFOOD
14733,15:26:01,5/17/2017,Quyn Mcclure,953947-6565,MOBY DICK SEAFOOD
14734,20:25:10,3/23/2018,Dieter Collins,953947-6565,MOBY DICK SEAFOOD
14735,11:17:53,10/12/2018,Madison Mcbride,953947-6565,MOBY DICK SEAFOOD
14736,16:09:06,9/24/2015,Anne Floyd,953947-6565,MOBY DICK SEAFOOD
14737,19:25:38,3/5/2018,Martha Valentine,953947-6565,MOBY DICK SEAFOOD
14738,19:51:45,11/17/2017,Dane Mcgee,953947-6565,MOBY DICK SEAFOOD
14739,12:52:38,7/27/2018,Ebony Walter,953947-6565,MOBY DICK SEAFOOD
14740,4:57:53,7/21/2015,Veda Bridges,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14741,6:38:44,5/19/2016,Hyacinth Frost,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14742,16:08:57,2/21/2017,Wynne Fitzgerald,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14743,15:07:47,9/26/2018,Mohammad Garza,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14744,9:09:03,6/8/2015,Brielle Henry,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14745,11:20:30,2/23/2015,Bianca Fowler,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14746,12:25:14,12/2/2016,Hadley Stevenson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14747,15:46:07,10/13/2017,Catherine Owens,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14748,4:25:01,2/23/2016,Vielka Good,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14749,15:31:46,7/6/2018,Chancellor Salas,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14750,16:27:46,6/8/2016,May Mcknight,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14751,7:12:10,11/25/2016,Veda Bridges,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14752,12:20:20,5/18/2018,Hilel Anderson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14753,8:39:16,5/3/2016,Dane Gilliam,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14754,9:47:55,9/6/2017,Lucius Simpson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14755,9:37:23,5/8/2017,Donovan Charles,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14756,15:20:26,11/20/2018,Shay Barrera,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14757,12:42:36,10/12/2015,Dane Gilliam,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14758,11:27:20,8/24/2018,Blythe Kennedy,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14759,6:49:54,1/30/2015,Alexander Watson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14760,4:25:28,6/2/2016,Andrew Craft,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14761,14:00:29,3/15/2016,Alexandra Dillon,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14762,13:27:28,8/31/2017,Barrett Barker,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14763,7:35:46,3/20/2017,Xenos Stein,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14764,10:02:05,6/26/2017,Whoopi Barr,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14765,10:20:33,1/23/2015,Ignatius Stein,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14766,14:48:30,9/12/2018,Xenos Stein,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14767,7:31:21,10/26/2015,Hadley Stevenson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14768,6:18:02,6/7/2018,Venus Roth,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14769,4:49:13,2/20/2017,Solomon Ratliff,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14770,16:46:09,1/27/2015,Anne Coffey,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14771,6:42:11,3/18/2015,Clio Sampson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14772,12:36:02,7/9/2015,Lucy Sullivan,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14773,9:05:19,10/12/2018,Anne Coffey,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14774,9:52:58,3/9/2016,Adrienne Berry,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14775,6:10:06,11/11/2015,Vivien Richardson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14776,4:37:03,4/15/2016,Solomon Ratliff,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14777,9:44:49,9/20/2016,Chester Malone,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14778,6:03:00,10/19/2015,Belle Padilla,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14779,13:01:48,4/22/2015,Clio Sampson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14780,13:03:10,1/15/2016,Laith Hanson,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14781,11:14:02,1/12/2018,Lysandra Garrison,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14782,7:10:45,12/29/2016,Brian Bush,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14783,13:45:03,5/2/2018,Chancellor Salas,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14784,10:42:12,8/29/2016,Regina Nichols,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14785,11:48:18,11/1/2016,Donovan Charles,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14786,12:27:20,12/22/2017,Colorado Strong,195256-6840,CRISFIELD SEAFOOD RESTAURANT
14787,14:09:57,11/24/2016,Solomon Ratliff,195256-6840,CRISFIELD SEAFOOD RESTAURANT
