Time,Date,Drinker,BarID,Bar
11:56:51,6/2/2017,Venus Roth,289884-2378,METRO CLUB
5:36:52,8/21/2015,Lane Stanton,289884-2378,METRO CLUB
9:33:53,11/13/2015,Chancellor Sharpe,289884-2378,METRO CLUB
7:17:35,4/28/2017,Aidan Sparks,289884-2378,METRO CLUB
13:51:32,2/17/2017,Mohammad Garza,289884-2378,METRO CLUB
15:37:32,2/14/2018,Warren Rivers,289884-2378,METRO CLUB
15:21:49,6/22/2016,Brielle Henry,289884-2378,METRO CLUB
12:36:24,1/24/2018,Dane Gilliam,289884-2378,METRO CLUB
14:20:33,12/12/2016,Mona Waters,289884-2378,METRO CLUB
16:47:17,8/29/2018,Brady Hart,289884-2378,METRO CLUB
15:30:24,3/16/2016,Belle Padilla,289884-2378,METRO CLUB
6:48:07,3/15/2018,Orlando Miranda,289884-2378,METRO CLUB
15:41:55,5/11/2018,Rose Alford,289884-2378,METRO CLUB
16:43:01,3/25/2016,Clio Sampson,289884-2378,METRO CLUB
6:42:01,9/15/2015,Warren Rivers,289884-2378,METRO CLUB
13:10:56,4/4/2018,Breanna Hoover,289884-2378,METRO CLUB
16:49:05,2/22/2016,Venus Roth,289884-2378,METRO CLUB
3:14:45,3/31/2016,May Mcknight,289884-2378,METRO CLUB
5:12:48,10/25/2016,Callie Wilkinson,289884-2378,METRO CLUB
3:20:13,5/24/2017,Whoopi Barr,289884-2378,METRO CLUB
14:16:04,4/24/2015,Leo York,289884-2378,METRO CLUB
16:33:23,2/3/2016,Quinlan Cruz,289884-2378,METRO CLUB
3:45:10,5/10/2018,Dane Gilliam,289884-2378,METRO CLUB
12:02:42,6/18/2018,Chester Malone,289884-2378,METRO CLUB
4:27:37,5/26/2017,Bianca Fowler,289884-2378,METRO CLUB
11:50:28,4/10/2017,Yoshi Thompson,289884-2378,METRO CLUB
9:18:42,9/26/2016,Venus Roth,289884-2378,METRO CLUB
10:26:08,7/26/2016,Whoopi Barr,289884-2378,METRO CLUB
16:14:56,4/1/2016,Mara Blackwell,289884-2378,METRO CLUB
3:20:22,8/7/2017,Cyrus Miles,289884-2378,METRO CLUB
11:41:05,10/31/2018,Ashton Howard,289884-2378,METRO CLUB
16:38:22,8/22/2016,Aurora Jensen,289884-2378,METRO CLUB
3:48:17,6/29/2015,Giacomo Melton,289884-2378,METRO CLUB
8:58:42,7/7/2017,Ashton Howard,289884-2378,METRO CLUB
6:25:34,8/17/2016,Boris Jefferson,289884-2378,METRO CLUB
7:20:16,1/8/2016,Hyacinth Frost,289884-2378,METRO CLUB
7:14:07,5/2/2016,Lael Day,289884-2378,METRO CLUB
10:52:18,10/19/2016,Clio Sampson,289884-2378,METRO CLUB
5:47:38,3/11/2016,Erin Hewitt,289884-2378,METRO CLUB
10:08:53,3/13/2017,Adrienne Berry,289884-2378,METRO CLUB
14:53:05,10/12/2018,Barrett Barker,289884-2378,METRO CLUB
3:18:44,5/3/2016,Fredericka Vincent,289884-2378,METRO CLUB
10:58:28,2/18/2016,Laith Hanson,289884-2378,METRO CLUB
14:20:37,4/9/2015,Catherine Owens,289884-2378,METRO CLUB
15:23:17,1/21/2016,Akeem Mcbride,289884-2378,METRO CLUB
15:01:21,5/19/2016,Lane Stanton,289884-2378,METRO CLUB
4:02:46,4/23/2015,Lane Stanton,289884-2378,METRO CLUB
13:07:40,2/2/2016,Alexandra Dillon,289884-2378,METRO CLUB
3:00:16,11/1/2017,Leo York,289884-2378,METRO CLUB
8:32:53,5/6/2015,Carolyn Hendrix,289884-2378,METRO CLUB
10:37:58,2/19/2015,Chester Malone,289884-2378,METRO CLUB
7:51:10,9/11/2017,Akeem Mcbride,289884-2378,METRO CLUB
10:41:24,6/29/2015,Barrett Barker,289884-2378,METRO CLUB
9:52:29,6/15/2017,Dane Gilliam,289884-2378,METRO CLUB
5:05:59,8/20/2018,Colorado Strong,289884-2378,METRO CLUB
9:07:58,11/25/2015,Venus Roth,289884-2378,METRO CLUB
14:13:27,7/6/2016,Bert Carrillo,289884-2378,METRO CLUB
8:01:04,6/14/2016,Zelda James,289884-2378,METRO CLUB
4:13:16,8/13/2018,Callie Wilkinson,289884-2378,METRO CLUB
6:53:09,3/6/2018,Callie Wilkinson,289884-2378,METRO CLUB
11:36:24,10/30/2018,Brian Bush,289884-2378,METRO CLUB
11:06:28,12/7/2015,Adrienne Berry,289884-2378,METRO CLUB
12:45:02,9/19/2016,Yetta Kent,289884-2378,METRO CLUB
7:31:16,9/1/2017,Brady Hart,289884-2378,METRO CLUB
4:52:37,12/19/2017,Allen Allison,289884-2378,METRO CLUB
12:01:43,1/4/2018,Aurora Jensen,289884-2378,METRO CLUB
5:00:33,1/1/2018,Harrison Baxter,289884-2378,METRO CLUB
7:53:33,1/24/2017,Griffin Aguilar,289884-2378,METRO CLUB
15:13:49,5/14/2015,Solomon Ratliff,289884-2378,METRO CLUB
16:29:19,6/16/2015,Warren Rivers,289884-2378,METRO CLUB
5:07:42,6/29/2016,Rose Alford,289884-2378,METRO CLUB
12:59:28,2/28/2017,Brenna Nunez,289884-2378,METRO CLUB
16:18:28,3/20/2018,Laith Hanson,289884-2378,METRO CLUB
12:50:51,10/4/2017,Cyrus Miles,289884-2378,METRO CLUB
12:49:13,10/26/2016,Laith Hanson,289884-2378,METRO CLUB
16:23:17,12/28/2018,Allen Allison,289884-2378,METRO CLUB
8:46:14,4/21/2017,Lane Stanton,289884-2378,METRO CLUB
11:32:29,8/31/2015,Shay Pacheco,289884-2378,METRO CLUB
4:03:09,12/18/2018,Jordan Morrison,289884-2378,METRO CLUB
8:08:01,6/24/2015,Jordan Morrison,289884-2378,METRO CLUB
9:42:01,3/3/2016,Blythe Kennedy,289884-2378,METRO CLUB
16:35:04,10/26/2017,Clio Sampson,289884-2378,METRO CLUB
13:14:43,1/23/2015,Aurora Jensen,289884-2378,METRO CLUB
14:37:53,4/28/2015,Brenna Nunez,289884-2378,METRO CLUB
13:49:43,8/7/2018,Teagan Padilla,289884-2378,METRO CLUB
16:20:28,5/30/2018,Wynne Fitzgerald,289884-2378,METRO CLUB
15:06:17,12/19/2016,Blythe Kennedy,289884-2378,METRO CLUB
10:46:14,8/2/2016,Colorado Strong,289884-2378,METRO CLUB
4:18:44,1/8/2016,Keegan Chambers,289884-2378,METRO CLUB
7:49:01,5/18/2016,Gavin Hayes,289884-2378,METRO CLUB
4:40:58,6/8/2018,Phillip Hunt,289884-2378,METRO CLUB
9:02:22,5/6/2016,Alexandra Dillon,289884-2378,METRO CLUB
13:21:14,4/12/2018,Adam Austin,289884-2378,METRO CLUB
12:41:47,2/1/2016,Eden Perry,365700-4523,Pivbar Kolomenskoye
9:34:58,12/8/2016,Alexander Chapman,365700-4523,Pivbar Kolomenskoye
6:49:03,12/1/2016,Kelsie Mullen,365700-4523,Pivbar Kolomenskoye
7:36:09,11/5/2015,Kylynn Skinner,365700-4523,Pivbar Kolomenskoye
10:14:56,5/26/2016,Bert Rivers,365700-4523,Pivbar Kolomenskoye
12:28:17,9/25/2018,Marny Norris,365700-4523,Pivbar Kolomenskoye
11:15:47,6/27/2017,Malcolm Avery,365700-4523,Pivbar Kolomenskoye
12:35:07,3/23/2018,Cynthia Roth,365700-4523,Pivbar Kolomenskoye
4:21:07,11/1/2017,Malachi Kennedy,365700-4523,Pivbar Kolomenskoye
6:56:51,6/8/2018,Devin Park,365700-4523,Pivbar Kolomenskoye
15:02:42,7/31/2015,Victoria Carter,365700-4523,Pivbar Kolomenskoye
6:00:40,3/23/2017,Bert Rivers,365700-4523,Pivbar Kolomenskoye
15:15:19,12/27/2016,September Andrews,365700-4523,Pivbar Kolomenskoye
13:30:44,4/10/2018,Lance Donovan,365700-4523,Pivbar Kolomenskoye
3:23:21,3/29/2016,Hall Swanson,365700-4523,Pivbar Kolomenskoye
3:26:25,4/13/2015,Zenaida Sykes,365700-4523,Pivbar Kolomenskoye
11:03:08,3/7/2016,Brynne Irwin,365700-4523,Pivbar Kolomenskoye
14:41:26,7/7/2017,Hilda Frye,365700-4523,Pivbar Kolomenskoye
12:03:56,6/15/2018,Lawrence Fuentes,365700-4523,Pivbar Kolomenskoye
6:23:36,4/8/2015,Nolan Decker,365700-4523,Pivbar Kolomenskoye
15:20:34,8/14/2018,Merrill Ruiz,365700-4523,Pivbar Kolomenskoye
6:02:23,3/26/2018,Brynne Irwin,365700-4523,Pivbar Kolomenskoye
4:05:50,5/18/2016,Eden Perry,365700-4523,Pivbar Kolomenskoye
3:00:54,11/8/2016,Quintessa Gilbert,365700-4523,Pivbar Kolomenskoye
13:50:10,10/3/2016,Dorian Terrell,365700-4523,Pivbar Kolomenskoye
8:17:34,3/4/2016,Damon Hood,365700-4523,Pivbar Kolomenskoye
5:47:17,7/6/2017,Dominic Hill,365700-4523,Pivbar Kolomenskoye
10:57:33,12/20/2017,Lionel Tyler,365700-4523,Pivbar Kolomenskoye
9:26:11,3/1/2017,Sylvia Franks,365700-4523,Pivbar Kolomenskoye
9:21:50,12/24/2015,Cyrus Holden,365700-4523,Pivbar Kolomenskoye
4:17:17,10/13/2015,Kevin England,365700-4523,Pivbar Kolomenskoye
4:51:48,11/25/2016,Kieran Morales,365700-4523,Pivbar Kolomenskoye
5:44:59,2/4/2016,Macon Mckenzie,365700-4523,Pivbar Kolomenskoye
8:45:10,12/1/2017,Connor Nichols,365700-4523,Pivbar Kolomenskoye
6:38:55,10/17/2017,Kieran Morales,365700-4523,Pivbar Kolomenskoye
12:16:27,5/28/2015,Josephine Larsen,365700-4523,Pivbar Kolomenskoye
8:29:55,9/27/2018,Sylvia Franks,365700-4523,Pivbar Kolomenskoye
15:53:26,10/23/2018,Paki Emerson,365700-4523,Pivbar Kolomenskoye
7:10:45,5/29/2015,Adara Brown,365700-4523,Pivbar Kolomenskoye
14:51:54,4/16/2015,Norman Gay,365700-4523,Pivbar Kolomenskoye
15:29:57,10/10/2017,Hall Swanson,365700-4523,Pivbar Kolomenskoye
6:02:40,3/6/2018,Winter Woods,365700-4523,Pivbar Kolomenskoye
9:25:06,5/26/2015,Paki Emerson,365700-4523,Pivbar Kolomenskoye
4:57:58,6/13/2017,Kasper Wilson,365700-4523,Pivbar Kolomenskoye
3:26:30,5/26/2016,Dana Dennis,365700-4523,Pivbar Kolomenskoye
3:28:21,9/12/2016,Destiny Douglas,365700-4523,Pivbar Kolomenskoye
14:21:53,6/22/2018,Dalton Underwood,365700-4523,Pivbar Kolomenskoye
6:39:15,8/31/2015,Sierra Cohen,365700-4523,Pivbar Kolomenskoye
5:39:06,6/17/2016,September Andrews,365700-4523,Pivbar Kolomenskoye
14:04:14,7/7/2016,Winter Woods,365700-4523,Pivbar Kolomenskoye
9:04:22,3/31/2016,Imelda Ayala,365700-4523,Pivbar Kolomenskoye
14:40:07,9/29/2015,Marny Norris,365700-4523,Pivbar Kolomenskoye
10:43:32,8/9/2018,Perry Bowen,365700-4523,Pivbar Kolomenskoye
4:31:09,6/30/2016,Yasir Jordan,365700-4523,Pivbar Kolomenskoye
10:09:42,11/29/2018,Tucker Huff,365700-4523,Pivbar Kolomenskoye
15:11:13,2/17/2017,Aurora Erickson,365700-4523,Pivbar Kolomenskoye
7:53:03,4/24/2015,Victoria Carter,365700-4523,Pivbar Kolomenskoye
10:14:22,7/26/2018,Fitzgerald Higgins,365700-4523,Pivbar Kolomenskoye
7:35:34,7/11/2018,Veda Kline,365700-4523,Pivbar Kolomenskoye
14:41:30,3/30/2017,Tarik Higgins,365700-4523,Pivbar Kolomenskoye
15:17:02,2/27/2015,Bert Rivers,365700-4523,Pivbar Kolomenskoye
11:09:24,8/3/2017,Malcolm Avery,365700-4523,Pivbar Kolomenskoye
4:14:18,9/13/2018,Connor Nichols,365700-4523,Pivbar Kolomenskoye
5:10:19,1/21/2015,Hilda Frye,365700-4523,Pivbar Kolomenskoye
8:35:44,2/11/2015,Upton Bonner,365700-4523,Pivbar Kolomenskoye
12:35:03,5/26/2015,Peter Walter,365700-4523,Pivbar Kolomenskoye
7:32:27,1/26/2018,Indigo Anthony,365700-4523,Pivbar Kolomenskoye
14:25:33,5/15/2018,Linus Moses,365700-4523,Pivbar Kolomenskoye
8:27:29,4/4/2018,Kelsie Mullen,365700-4523,Pivbar Kolomenskoye
15:22:09,6/7/2017,Lynn Johnson,365700-4523,Pivbar Kolomenskoye
5:28:40,5/14/2015,Kevin England,365700-4523,Pivbar Kolomenskoye
5:14:13,11/28/2018,Kevin England,365700-4523,Pivbar Kolomenskoye
4:14:20,10/1/2018,Dillon Mccarty,365700-4523,Pivbar Kolomenskoye
15:39:11,4/23/2015,Taylor Davenport,365700-4523,Pivbar Kolomenskoye
7:51:35,9/21/2015,Whoopi Blake,365700-4523,Pivbar Kolomenskoye
12:29:08,10/2/2015,Adara Brown,365700-4523,Pivbar Kolomenskoye
7:06:33,12/21/2015,Anthony Petty,365700-4523,Pivbar Kolomenskoye
9:13:10,3/7/2016,Ashely Trevino,365700-4523,Pivbar Kolomenskoye
10:17:23,5/27/2015,Merrill Ruiz,365700-4523,Pivbar Kolomenskoye
9:14:49,5/8/2017,Dominic Hill,365700-4523,Pivbar Kolomenskoye
9:10:20,10/11/2017,Hall Swanson,365700-4523,Pivbar Kolomenskoye
15:35:13,5/17/2018,Lynn Johnson,365700-4523,Pivbar Kolomenskoye
4:05:12,8/27/2018,Melinda Conley,365700-4523,Pivbar Kolomenskoye
15:55:33,9/26/2018,Chava Golden,365700-4523,Pivbar Kolomenskoye
7:54:44,6/9/2017,Cleo Hatfield,365700-4523,Pivbar Kolomenskoye
15:35:14,5/12/2016,Indigo Anthony,365700-4523,Pivbar Kolomenskoye
5:31:39,12/25/2015,Vance Hood,365700-4523,Pivbar Kolomenskoye
8:36:08,6/27/2018,Zenaida Sykes,365700-4523,Pivbar Kolomenskoye
5:07:11,5/4/2016,Marny Norris,365700-4523,Pivbar Kolomenskoye
11:09:47,10/27/2015,Hall Swanson,365700-4523,Pivbar Kolomenskoye
3:17:53,4/13/2017,September Andrews,365700-4523,Pivbar Kolomenskoye
10:31:54,2/16/2017,Zeph Guy,365700-4523,Pivbar Kolomenskoye
16:53:10,11/28/2018,Kieran Morales,365700-4523,Pivbar Kolomenskoye
4:43:36,9/5/2018,Lynn Johnson,365700-4523,Pivbar Kolomenskoye
12:53:14,10/24/2018,Dalton Underwood,365700-4523,Pivbar Kolomenskoye
13:40:53,12/19/2016,Tarik Higgins,365700-4523,Pivbar Kolomenskoye
16:47:27,4/25/2018,Tatiana Howard,638134-8991,Connolly Station
21:27:25,2/20/2018,Justine Kirk,638134-8991,Connolly Station
19:16:21,7/20/2016,Jakeem Harrell,638134-8991,Connolly Station
6:45:24,10/9/2017,Buckminster Armstrong,638134-8991,Connolly Station
19:43:43,9/27/2017,Micah Meyers,638134-8991,Connolly Station
9:29:31,3/14/2018,Danielle Stewart,638134-8991,Connolly Station
8:20:42,11/20/2015,Gannon Marquez,638134-8991,Connolly Station
15:08:08,5/22/2017,Brady Stephenson,638134-8991,Connolly Station
9:29:26,9/13/2018,Dieter Sandoval,638134-8991,Connolly Station
11:18:46,3/9/2016,Kyla Mccarthy,638134-8991,Connolly Station
20:56:12,10/25/2017,Clinton Benson,638134-8991,Connolly Station
8:23:26,11/29/2016,Tamekah Hodge,638134-8991,Connolly Station
10:20:46,8/29/2018,Tatiana Howard,638134-8991,Connolly Station
10:29:14,8/31/2016,Mark Alston,638134-8991,Connolly Station
18:19:49,2/24/2016,Slade Sweet,638134-8991,Connolly Station
16:00:48,10/30/2015,Hunter Frazier,638134-8991,Connolly Station
7:21:28,10/2/2017,Sydnee Cox,638134-8991,Connolly Station
7:56:24,7/12/2018,Lyle Mendez,638134-8991,Connolly Station
9:36:59,7/23/2018,Jeanette Padilla,638134-8991,Connolly Station
17:47:33,2/16/2015,Ramona Mccarthy,638134-8991,Connolly Station
8:44:48,4/20/2017,Micah Meyers,638134-8991,Connolly Station
13:54:04,8/22/2017,Adrian Cervantes,638134-8991,Connolly Station
14:37:34,4/6/2015,Akeem Neal,638134-8991,Connolly Station
14:41:31,3/30/2018,Graiden Lawrence,638134-8991,Connolly Station
6:06:58,2/17/2015,Jeanette Padilla,638134-8991,Connolly Station
16:04:25,7/30/2018,Elvis Foley,638134-8991,Connolly Station
15:23:21,4/17/2017,Ramona Mccarthy,638134-8991,Connolly Station
5:24:44,11/16/2015,Micah Welch,638134-8991,Connolly Station
10:36:41,1/4/2018,Lance Kline,638134-8991,Connolly Station
13:30:53,10/2/2017,Zahir Knox,638134-8991,Connolly Station
17:43:01,2/1/2017,Fletcher Kim,638134-8991,Connolly Station
17:05:36,2/27/2015,Lyle Mendez,638134-8991,Connolly Station
20:42:31,1/25/2016,Lacy Reilly,638134-8991,Connolly Station
17:42:04,7/24/2018,Colt Powell,638134-8991,Connolly Station
14:32:11,1/20/2017,Yardley May,638134-8991,Connolly Station
21:09:44,12/5/2017,Sheila Mccall,638134-8991,Connolly Station
20:11:12,7/29/2015,Hakeem Stanley,638134-8991,Connolly Station
8:49:40,12/22/2016,Micah Meyers,638134-8991,Connolly Station
18:18:08,9/1/2015,Cassady Nunez,638134-8991,Connolly Station
13:05:11,1/1/2016,Danielle Stewart,638134-8991,Connolly Station
20:08:21,2/7/2017,Lionel Nielsen,638134-8991,Connolly Station
15:16:13,7/5/2018,Carson Ortiz,638134-8991,Connolly Station
15:07:22,1/7/2015,Naida Dyer,638134-8991,Connolly Station
6:43:17,2/8/2016,Ebony Leonard,638134-8991,Connolly Station
15:29:06,6/22/2015,Owen Robertson,638134-8991,Connolly Station
9:22:45,5/23/2017,Keane Bernard,638134-8991,Connolly Station
16:47:11,8/9/2017,Hakeem Stanley,638134-8991,Connolly Station
14:21:08,2/23/2015,Alexis Aguirre,638134-8991,Connolly Station
6:25:06,11/11/2015,Chiquita Chase,638134-8991,Connolly Station
11:07:29,4/28/2016,Macaulay Benson,638134-8991,Connolly Station
19:20:34,1/5/2018,Herman Clements,638134-8991,Connolly Station
18:02:49,1/18/2016,Lionel Nielsen,638134-8991,Connolly Station
18:18:22,3/13/2017,Danielle Davidson,638134-8991,Connolly Station
20:05:49,5/4/2015,Sophia Wilcox,638134-8991,Connolly Station
17:41:18,8/14/2015,Aurora Savage,638134-8991,Connolly Station
6:40:51,9/8/2015,Sophia Wilcox,638134-8991,Connolly Station
12:08:53,3/30/2017,Yardley May,638134-8991,Connolly Station
21:41:13,11/24/2015,Zahir Knox,638134-8991,Connolly Station
19:15:54,9/5/2017,Hector Booker,638134-8991,Connolly Station
21:08:10,10/4/2018,Ulric Barrett,638134-8991,Connolly Station
18:05:25,1/27/2017,Jacob Boyle,638134-8991,Connolly Station
9:29:36,3/16/2015,Martena Carson,638134-8991,Connolly Station
13:55:53,3/2/2018,Ebony Leonard,638134-8991,Connolly Station
7:21:23,9/21/2015,Mason Yates,638134-8991,Connolly Station
11:06:19,3/18/2016,Cairo Branch,638134-8991,Connolly Station
17:33:26,6/16/2015,Jaquelyn Gould,638134-8991,Connolly Station
13:13:25,1/16/2018,Graiden Lawrence,638134-8991,Connolly Station
20:52:37,3/10/2017,Jaquelyn Gould,638134-8991,Connolly Station
5:47:18,8/12/2016,Lance Kline,638134-8991,Connolly Station
7:05:56,3/16/2015,Macaulay Craft,638134-8991,Connolly Station
21:03:52,4/25/2018,Ramona Mccarthy,638134-8991,Connolly Station
7:26:59,12/28/2017,Neil Richardson,638134-8991,Connolly Station
17:14:56,12/22/2016,Phelan Compton,638134-8991,Connolly Station
12:40:10,9/29/2016,Adrian Cervantes,638134-8991,Connolly Station
17:17:50,10/13/2016,Tatiana Howard,638134-8991,Connolly Station
9:33:25,10/16/2017,Olivia Cabrera,638134-8991,Connolly Station
15:22:06,6/22/2018,Cairo Branch,638134-8991,Connolly Station
12:59:11,12/2/2016,Kyla Mccarthy,638134-8991,Connolly Station
21:34:33,10/7/2015,Jeanette Padilla,638134-8991,Connolly Station
11:17:50,3/2/2018,Anastasia Blanchard,638134-8991,Connolly Station
5:58:29,2/13/2015,Justine Rutledge,638134-8991,Connolly Station
5:37:13,10/22/2015,Graiden Lawrence,638134-8991,Connolly Station
15:37:34,4/12/2017,Keane Bernard,638134-8991,Connolly Station
17:00:30,8/16/2017,Carson Ortiz,638134-8991,Connolly Station
21:35:29,6/6/2017,Ebony Leonard,638134-8991,Connolly Station
8:30:37,12/24/2015,Tatiana Howard,638134-8991,Connolly Station
19:31:47,7/3/2018,Sheila Mccall,638134-8991,Connolly Station
6:23:03,2/9/2015,Felicia Cruz,196332-2001,Vermuteria
9:10:04,2/26/2018,Odette Ray,196332-2001,Vermuteria
17:48:02,10/31/2016,William Hyde,196332-2001,Vermuteria
15:43:01,7/23/2015,Imogene Copeland,196332-2001,Vermuteria
10:34:09,9/5/2016,Karen Hartman,196332-2001,Vermuteria
5:40:06,12/26/2017,Chelsea Mack,196332-2001,Vermuteria
14:15:55,9/21/2015,Curran Whitehead,196332-2001,Vermuteria
6:43:52,11/21/2016,Garth Stanley,196332-2001,Vermuteria
20:17:03,11/10/2017,Geoffrey Decker,196332-2001,Vermuteria
13:17:01,8/31/2016,Addison Good,196332-2001,Vermuteria
10:33:04,6/4/2018,Galena Jefferson,196332-2001,Vermuteria
11:29:33,9/23/2016,Xanthus Workman,196332-2001,Vermuteria
3:13:29,5/6/2016,Bevis Hart,196332-2001,Vermuteria
17:17:28,11/23/2018,Felicia Cruz,196332-2001,Vermuteria
8:57:01,8/16/2017,Zephr Freeman,196332-2001,Vermuteria
15:57:26,12/26/2017,Isadora Marquez,196332-2001,Vermuteria
15:59:44,5/31/2017,Karen Hartman,196332-2001,Vermuteria
10:32:54,7/25/2016,Addison Sparks,196332-2001,Vermuteria
4:04:02,11/23/2018,Phyllis May,196332-2001,Vermuteria
14:06:50,12/27/2016,Zephr Freeman,196332-2001,Vermuteria
6:18:21,6/6/2016,Colette Church,196332-2001,Vermuteria
8:11:43,8/1/2016,Norman Snider,196332-2001,Vermuteria
17:50:09,1/14/2015,Genevieve Padilla,196332-2001,Vermuteria
5:43:05,8/20/2015,Blaze Henderson,196332-2001,Vermuteria
13:14:04,1/9/2015,Xanthus Workman,196332-2001,Vermuteria
19:48:32,6/8/2018,Jada Jefferson,196332-2001,Vermuteria
15:40:48,5/11/2018,Latifah Small,196332-2001,Vermuteria
18:48:30,4/24/2018,Zephr Freeman,196332-2001,Vermuteria
1:54:00,5/3/2018,Bruce Lawrence,196332-2001,Vermuteria
3:42:22,3/9/2015,Steel Mercer,196332-2001,Vermuteria
8:35:20,2/10/2017,Maggy Andrews,196332-2001,Vermuteria
1:36:03,9/12/2017,Odette Ray,196332-2001,Vermuteria
20:15:42,6/9/2015,Norman Snider,196332-2001,Vermuteria
16:11:48,7/30/2015,Marshall Mcintosh,196332-2001,Vermuteria
18:29:44,4/15/2016,Bruce Holland,196332-2001,Vermuteria
2:32:45,11/25/2016,Neil Reeves,196332-2001,Vermuteria
6:25:30,2/19/2016,Montana Lynn,196332-2001,Vermuteria
2:09:43,1/1/2016,Felicia Leblanc,196332-2001,Vermuteria
7:28:48,12/8/2017,Robert Gilliam,196332-2001,Vermuteria
1:48:52,12/18/2017,Quemby Skinner,196332-2001,Vermuteria
3:21:22,8/19/2016,Martena Hicks,196332-2001,Vermuteria
1:13:15,9/18/2018,Odette Ray,196332-2001,Vermuteria
10:47:38,3/19/2018,Marshall Mcintosh,196332-2001,Vermuteria
17:26:35,7/18/2018,Martena Hicks,196332-2001,Vermuteria
11:32:30,12/18/2015,Hyatt Stark,196332-2001,Vermuteria
19:00:21,7/15/2016,Isadora Marquez,196332-2001,Vermuteria
13:30:08,10/17/2017,Noelani Lamb,196332-2001,Vermuteria
14:06:30,2/20/2018,Alice Castillo,196332-2001,Vermuteria
20:06:44,11/25/2016,Logan Hinton,196332-2001,Vermuteria
5:51:47,3/17/2015,Leonard Ward,196332-2001,Vermuteria
18:09:13,3/7/2016,Iola Wise,196332-2001,Vermuteria
5:24:28,11/3/2015,Galvin Weaver,196332-2001,Vermuteria
4:41:07,3/31/2015,Karen Hartman,196332-2001,Vermuteria
7:52:48,9/18/2017,Neil Reeves,196332-2001,Vermuteria
16:51:08,7/12/2016,Grady Hester,196332-2001,Vermuteria
11:42:34,2/11/2015,Nayda Mccullough,196332-2001,Vermuteria
6:02:18,6/20/2017,Marshall Mcintosh,196332-2001,Vermuteria
10:55:07,2/9/2017,Christen Haynes,196332-2001,Vermuteria
10:43:17,2/15/2017,Camden Howell,196332-2001,Vermuteria
13:32:55,9/19/2018,Maite Peters,196332-2001,Vermuteria
14:07:37,1/20/2015,Kermit York,196332-2001,Vermuteria
13:30:03,10/12/2016,Blaze Henderson,196332-2001,Vermuteria
1:58:31,8/18/2017,Genevieve Padilla,196332-2001,Vermuteria
11:22:09,11/8/2017,Jarrod Hendrix,196332-2001,Vermuteria
19:14:39,9/14/2016,Logan Hinton,196332-2001,Vermuteria
8:12:40,11/24/2015,Logan Hinton,196332-2001,Vermuteria
9:01:55,9/27/2018,Bruce Holland,196332-2001,Vermuteria
4:04:03,10/19/2018,Cathleen Hurley,196332-2001,Vermuteria
3:57:32,1/31/2017,Thane Crosby,196332-2001,Vermuteria
11:10:48,6/12/2015,Isadora Marquez,196332-2001,Vermuteria
19:57:53,5/30/2016,Karen Hartman,196332-2001,Vermuteria
13:13:19,8/1/2017,Logan Hinton,196332-2001,Vermuteria
20:50:21,8/3/2015,Basil Sandoval,196332-2001,Vermuteria
20:27:02,4/16/2015,Leonard Ward,196332-2001,Vermuteria
7:46:41,8/31/2016,Camden Howell,196332-2001,Vermuteria
2:02:41,1/20/2015,Addison Good,196332-2001,Vermuteria
5:49:23,10/6/2016,Hedda Lewis,196332-2001,Vermuteria
7:33:06,9/19/2017,Odette Ray,196332-2001,Vermuteria
16:56:51,9/16/2015,Geoffrey Decker,196332-2001,Vermuteria
19:15:11,4/1/2016,Montana Lynn,196332-2001,Vermuteria
7:13:33,5/30/2018,Bruce Lawrence,196332-2001,Vermuteria
6:14:35,3/29/2018,Leonard Ward,196332-2001,Vermuteria
4:11:34,11/10/2017,Unity Buckner,196332-2001,Vermuteria
2:26:24,6/23/2017,Maile Guerrero,196332-2001,Vermuteria
15:40:08,8/13/2018,Leroy Kelley,196332-2001,Vermuteria
18:26:34,10/5/2017,Carlos Diaz,474140-4315,M&BZ
16:56:04,11/28/2016,Clarke Russell,474140-4315,M&BZ
11:01:43,8/5/2016,Macon Brown,474140-4315,M&BZ
15:00:42,4/16/2015,Fredericka Lloyd,474140-4315,M&BZ
6:59:39,1/25/2016,Reese Hansen,474140-4315,M&BZ
14:21:18,3/29/2018,Pascale Woodard,474140-4315,M&BZ
19:46:24,2/3/2017,Simone Brady,474140-4315,M&BZ
16:41:07,2/6/2017,Damon Bowen,474140-4315,M&BZ
14:56:37,5/16/2017,Kermit Peck,474140-4315,M&BZ
10:29:03,1/17/2017,Calista Richmond,474140-4315,M&BZ
11:14:11,10/10/2016,Barrett Carr,474140-4315,M&BZ
15:12:12,12/22/2016,Nathan Newton,474140-4315,M&BZ
8:42:04,5/20/2016,Steven Mcmahon,474140-4315,M&BZ
13:01:28,10/3/2016,Connor Daugherty,474140-4315,M&BZ
19:34:43,2/4/2016,Willow Mcdaniel,474140-4315,M&BZ
14:28:10,8/31/2015,Kirsten Underwood,474140-4315,M&BZ
16:44:38,8/29/2017,Beau Frank,474140-4315,M&BZ
13:30:54,10/24/2016,Berk Higgins,474140-4315,M&BZ
7:52:51,5/19/2017,Tiger Noel,474140-4315,M&BZ
17:04:39,11/28/2016,Daquan Briggs,474140-4315,M&BZ
7:17:42,7/1/2016,Flavia Cantrell,474140-4315,M&BZ
5:08:30,1/22/2015,MacKensie Rush,474140-4315,M&BZ
