id,Bar,BarState,License,Name,DrinkerState,SSN,YesOrNo
245,The Chandos Arms,Texas,072616-5319,Cole Sweeney,Texas,552-32-00,Yes
33,BARKING MAD CAFE,Montana,173337-7970,Aimee Olsen,Montana,459-33-05,Yes
58,La Commune,Montana,273086-1339,Aimee Olsen,Montana,459-33-05,No
59,La Fontaine de Belleville,Montana,035952-6936,Aimee Olsen,Montana,459-33-05,No
241,CANOPY,Montana,993738-4536,Aimee Olsen,Montana,459-33-05,Yes
33,BARKING MAD CAFE,Montana,173337-7970,Carolyn Oliver,Montana,694-48-01,No
58,La Commune,Montana,273086-1339,Carolyn Oliver,Montana,694-48-01,No
59,La Fontaine de Belleville,Montana,035952-6936,Carolyn Oliver,Montana,694-48-01,Yes
241,CANOPY,Montana,993738-4536,Carolyn Oliver,Montana,694-48-01,No
189,PERUVIAN COUNTRY CHICKEN & BEER,Alaska,443434-1709,Iris Kennedy,Alaska,896-46-03,No
202,SHANGRI'LA,Alaska,392381-3350,Iris Kennedy,Alaska,896-46-03,Yes
220,Eulipia,Alaska,836692-8532,Iris Kennedy,Alaska,896-46-03,No
36,PASSION FISH,California,994587-9188,Jarrod Berger,California,399-09-03,No
46,Candelaria,California,645845-0472,Jarrod Berger,California,399-09-03,No
185,CHEESESTEAK MIKE'S,California,214195-2529,Jarrod Berger,California,399-09-03,Yes
12,Le Mary Céleste,Alabama,498082-1021,Ferdinand Solis,Alabama,161-27-08,Yes
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Ferdinand Solis,Alabama,161-27-08,No
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Ferdinand Solis,Alabama,161-27-08,Yes
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Ferdinand Solis,Alabama,161-27-08,No
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Ferdinand Solis,Alabama,161-27-08,Yes
51,Le CopperBay,West Virginia,146626-5681,Dillon Hardin,West Virginia,575-30-00,Yes
116,WOODMONT GRILL,West Virginia,277650-5097,Dillon Hardin,West Virginia,575-30-00,Yes
117,Khoroshaya Ideya,West Virginia,627149-2743,Dillon Hardin,West Virginia,575-30-00,Yes
135,Roy Castle Pub,West Virginia,026389-3547,Dillon Hardin,West Virginia,575-30-00,No
151,TOMMY JOE'S BAR & GRILL,West Virginia,538974-8509,Dillon Hardin,West Virginia,575-30-00,No
14,SENOR TEQUILA'S,Delaware,744864-1998,Aladdin Farrell,Delaware,553-72-04,Yes
72,Chez Ammad,Delaware,195979-2548,Aladdin Farrell,Delaware,553-72-04,Yes
94,ARIA BAR & GRILL,Delaware,705071-9785,Aladdin Farrell,Delaware,553-72-04,No
166,PETERS CARRY OUT,Delaware,825935-7435,Aladdin Farrell,Delaware,553-72-04,No
227,CUBANO'S,Delaware,284560-8641,Aladdin Farrell,Delaware,553-72-04,No
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Aladdin Farrell,Delaware,553-72-04,Yes
6,PINEY BRANCH PUB,Minnesota,574707-0877,Florence Hines,Minnesota,633-63-09,Yes
18,BECLAWS,Minnesota,269500-5799,Florence Hines,Minnesota,633-63-09,No
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Florence Hines,Minnesota,633-63-09,Yes
183,EVA LOUNGE,Minnesota,243206-3382,Florence Hines,Minnesota,633-63-09,No
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Florence Hines,Minnesota,633-63-09,No
121,DULCINEA BAR & GRILL,South Dakota,155187-4140,Quyn Whitley,South Dakota,418-05-01,No
232,NORMANDIE FARM RESTAURANT,South Dakota,604511-6289,Quyn Whitley,South Dakota,418-05-01,Yes
249,TAIPEI TOKYO,South Dakota,147454-4051,Quyn Whitley,South Dakota,418-05-01,Yes
68,A.P. Stump's,Ohio,MA12347,Bell Aguirre,Ohio,693-90-02,No
178,SIU'S ASIAN BISTRO,Ohio,647562-0404,Bell Aguirre,Ohio,693-90-02,No
187,ATTMAN'S BAR & GRILL,Ohio,548813-2340,Bell Aguirre,Ohio,693-90-02,No
221,The Ship and Whale,Ohio,986328-7539,Bell Aguirre,Ohio,693-90-02,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Drake Davenport,Georgia,283-84-04,No
25,Britannia Arms,Georgia,033266-5462,Drake Davenport,Georgia,283-84-04,No
129,SAFEWAY,Georgia,076279-9393,Drake Davenport,Georgia,283-84-04,Yes
130,Anderdog,Georgia,426308-0014,Drake Davenport,Georgia,283-84-04,Yes
140,MAPLE BEER AND WINE,Georgia,624171-7682,Drake Davenport,Georgia,283-84-04,Yes
176,PETER'S GRILL,Georgia,567033-1627,Drake Davenport,Georgia,283-84-04,Yes
181,MIX BAR & GRILL,Georgia,167553-1543,Drake Davenport,Georgia,283-84-04,Yes
225,Hedley Club,Georgia,627764-8355,Drake Davenport,Georgia,283-84-04,Yes
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Lee Anthony,Virginia,021-32-03,Yes
144,STAINED GLASS PUB,Virginia,033215-5373,Lee Anthony,Virginia,021-32-03,No
190,The Wigmore,Virginia,785196-5934,Lee Anthony,Virginia,021-32-03,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,Lee Anthony,Virginia,021-32-03,Yes
217,CLUB 175,Virginia,843001-5555,Lee Anthony,Virginia,021-32-03,Yes
88,Porosello,Illinois,775033-0743,Mark Clay,Illinois,634-73-06,No
89,TOTAL BAR,Illinois,532821-8028,Mark Clay,Illinois,634-73-06,Yes
154,Satan's Whiskers,Illinois,786366-9730,Mark Clay,Illinois,634-73-06,Yes
155,Beaufort Bar,Illinois,934943-7856,Mark Clay,Illinois,634-73-06,Yes
174,HOT POT LEGEND,Illinois,268449-3063,Mark Clay,Illinois,634-73-06,No
201,MAMMA LENA,Illinois,287813-8268,Mark Clay,Illinois,634-73-06,No
14,SENOR TEQUILA'S,Delaware,744864-1998,Selma Gibson,Delaware,243-06-03,Yes
72,Chez Ammad,Delaware,195979-2548,Selma Gibson,Delaware,243-06-03,Yes
94,ARIA BAR & GRILL,Delaware,705071-9785,Selma Gibson,Delaware,243-06-03,Yes
166,PETERS CARRY OUT,Delaware,825935-7435,Selma Gibson,Delaware,243-06-03,No
227,CUBANO'S,Delaware,284560-8641,Selma Gibson,Delaware,243-06-03,Yes
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Selma Gibson,Delaware,243-06-03,Yes
33,BARKING MAD CAFE,Montana,173337-7970,Mariam Hunt,Montana,679-47-05,No
58,La Commune,Montana,273086-1339,Mariam Hunt,Montana,679-47-05,No
59,La Fontaine de Belleville,Montana,035952-6936,Mariam Hunt,Montana,679-47-05,No
241,CANOPY,Montana,993738-4536,Mariam Hunt,Montana,679-47-05,Yes
52,EGGSPECTATION,Missouri,459940-2189,Yoko Cherry,Missouri,566-12-09,No
54,L'Ours Bar,Missouri,402911-2895,Yoko Cherry,Missouri,566-12-09,No
134,Genatzvale Hall,Missouri,825794-2857,Yoko Cherry,Missouri,566-12-09,No
150,CHOICE ,Missouri,075626-4206,Yoko Cherry,Missouri,566-12-09,Yes
223,SILVER,Missouri,716079-8588,Yoko Cherry,Missouri,566-12-09,Yes
184,Belowzero Ice Bar,Texas,679007-3636,Victor Dennis,Texas,812-04-01,No
186,RED BOWL,Texas,707445-3676,Victor Dennis,Texas,812-04-01,Yes
195,The Coral Room,Texas,336670-1716,Victor Dennis,Texas,812-04-01,No
207,WATERSHED CAFE,Texas,668344-5222,Victor Dennis,Texas,812-04-01,No
245,The Chandos Arms,Texas,072616-5319,Victor Dennis,Texas,812-04-01,Yes
5,Seven Bamboo,Idaho,759258-8235,Venus William,Idaho,101-32-05,No
7,Le Syndicat,Idaho,555889-1650,Venus William,Idaho,101-32-05,Yes
66,HANARO RESTAURANT AND LOUNGE,Idaho,367303-7044,Venus William,Idaho,101-32-05,No
85,Bar Neon Monkey,Idaho,829829-6701,Venus William,Idaho,101-32-05,No
149,HOP N GRAPE,Idaho,197460-5337,Venus William,Idaho,101-32-05,No
213,The DrumLeyton,Idaho,855299-2110,Venus William,Idaho,101-32-05,No
239,MIDDLE EAST CUISINE,Idaho,682135-2579,Venus William,Idaho,101-32-05,Yes
5,Seven Bamboo,Idaho,759258-8235,Teegan Cantrell,Idaho,619-56-03,No
7,Le Syndicat,Idaho,555889-1650,Teegan Cantrell,Idaho,619-56-03,Yes
66,HANARO RESTAURANT AND LOUNGE,Idaho,367303-7044,Teegan Cantrell,Idaho,619-56-03,Yes
85,Bar Neon Monkey,Idaho,829829-6701,Teegan Cantrell,Idaho,619-56-03,No
149,HOP N GRAPE,Idaho,197460-5337,Teegan Cantrell,Idaho,619-56-03,Yes
213,The DrumLeyton,Idaho,855299-2110,Teegan Cantrell,Idaho,619-56-03,Yes
239,MIDDLE EAST CUISINE,Idaho,682135-2579,Teegan Cantrell,Idaho,619-56-03,Yes
39,COUNTRY BOY CLUB,Oklahoma,565494-6333,Cade Horton,Oklahoma,169-28-03,Yes
47,SAMANTHA'S,Oklahoma,065321-9717,Cade Horton,Oklahoma,169-28-03,No
70,Bar Hemingway,Oklahoma,573547-0154,Cade Horton,Oklahoma,169-28-03,No
80,NEWS EXPRESS,Oklahoma,615857-5438,Cade Horton,Oklahoma,169-28-03,No
165,OLNEY ALE HOUSE,Oklahoma,103007-8750,Cade Horton,Oklahoma,169-28-03,No
169,The Bloomsbury Club Bar,Oklahoma,032912-1156,Cade Horton,Oklahoma,169-28-03,Yes
6,PINEY BRANCH PUB,Minnesota,574707-0877,Zephania Merritt,Minnesota,022-72-07,No
18,BECLAWS,Minnesota,269500-5799,Zephania Merritt,Minnesota,022-72-07,No
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Zephania Merritt,Minnesota,022-72-07,Yes
183,EVA LOUNGE,Minnesota,243206-3382,Zephania Merritt,Minnesota,022-72-07,Yes
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Zephania Merritt,Minnesota,022-72-07,Yes
125,SPRING BEER HOUSE,Nevada,556027-9498,Hanae Pittman,Nevada,542-17-05,Yes
127,KINGSVIEW CLUB,Nevada,047272-1463,Hanae Pittman,Nevada,542-17-05,Yes
128,Bruxelles,Nevada,935080-2824,Hanae Pittman,Nevada,542-17-05,Yes
136,TAKOMA PARK PUB,Nevada,562552-4672,Hanae Pittman,Nevada,542-17-05,Yes
160,BALDUCCI'S,Nevada,189932-3255,Hanae Pittman,Nevada,542-17-05,Yes
208,SEOULFOOD DC,Nevada,328119-7933,Hanae Pittman,Nevada,542-17-05,No
224,Giza Hookah Lounge,Nevada,309407-2687,Hanae Pittman,Nevada,542-17-05,No
36,PASSION FISH,California,994587-9188,Angelica Kelley,California,165-89-09,No
46,Candelaria,California,645845-0472,Angelica Kelley,California,165-89-09,No
185,CHEESESTEAK MIKE'S,California,214195-2529,Angelica Kelley,California,165-89-09,Yes
12,Le Mary Céleste,Alabama,498082-1021,Noelle Hanson,Alabama,140-25-03,Yes
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Noelle Hanson,Alabama,140-25-03,Yes
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Noelle Hanson,Alabama,140-25-03,No
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Noelle Hanson,Alabama,140-25-03,Yes
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Noelle Hanson,Alabama,140-25-03,Yes
84,L'Avant Comptoir de la Mer,Arkansas,972787-2484,Carolyn Hendrix,Arkansas,662-34-08,Yes
91,DOCK OF THE BAY,Arkansas,835167-6583,Carolyn Hendrix,Arkansas,662-34-08,Yes
97,METRO CLUB,Arkansas,289884-2378,Carolyn Hendrix,Arkansas,662-34-08,No
164,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Carolyn Hendrix,Arkansas,662-34-08,No
236,LA MADELEINE,Arkansas,027174-2033,Carolyn Hendrix,Arkansas,662-34-08,Yes
90,Guns & Bears Pub,Louisiana,066604-4524,Cyrus Shaw,Louisiana,345-09-06,Yes
105,The Lounge,Louisiana,557061-3801,Cyrus Shaw,Louisiana,345-09-06,Yes
177,YEKTA KABOBI,Louisiana,018125-2537,Cyrus Shaw,Louisiana,345-09-06,Yes
180,EL PATIO,Louisiana,266006-4748,Cyrus Shaw,Louisiana,345-09-06,Yes
194,TOKYO SUSHI,Louisiana,963932-2784,Cyrus Shaw,Louisiana,345-09-06,No
209,TEX'S PLACE,Louisiana,137395-0748,Cyrus Shaw,Louisiana,345-09-06,No
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Cyrus Shaw,Louisiana,345-09-06,Yes
244,AMALFI RISTORANTE,Louisiana,128083-8887,Cyrus Shaw,Louisiana,345-09-06,No
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Kai Farley,Virginia,805-96-01,No
144,STAINED GLASS PUB,Virginia,033215-5373,Kai Farley,Virginia,805-96-01,Yes
190,The Wigmore,Virginia,785196-5934,Kai Farley,Virginia,805-96-01,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,Kai Farley,Virginia,805-96-01,Yes
217,CLUB 175,Virginia,843001-5555,Kai Farley,Virginia,805-96-01,No
33,BARKING MAD CAFE,Montana,173337-7970,Carlos Leon,Montana,080-20-05,Yes
58,La Commune,Montana,273086-1339,Carlos Leon,Montana,080-20-05,No
59,La Fontaine de Belleville,Montana,035952-6936,Carlos Leon,Montana,080-20-05,Yes
241,CANOPY,Montana,993738-4536,Carlos Leon,Montana,080-20-05,No
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Camilla Vazquez,Wyoming,093-73-07,No
100,Vermuteria,Wyoming,196332-2001,Camilla Vazquez,Wyoming,093-73-07,Yes
113,ALL SET,Wyoming,604478-1638,Camilla Vazquez,Wyoming,093-73-07,Yes
118,Lord John Russell Pub,Wyoming,804154-3375,Camilla Vazquez,Wyoming,093-73-07,No
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Camilla Vazquez,Wyoming,093-73-07,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Camilla Vazquez,Wyoming,093-73-07,No
6,PINEY BRANCH PUB,Minnesota,574707-0877,Charde Alvarado,Minnesota,332-62-04,Yes
18,BECLAWS,Minnesota,269500-5799,Charde Alvarado,Minnesota,332-62-04,No
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Charde Alvarado,Minnesota,332-62-04,Yes
183,EVA LOUNGE,Minnesota,243206-3382,Charde Alvarado,Minnesota,332-62-04,No
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Charde Alvarado,Minnesota,332-62-04,No
68,A.P. Stump's,Ohio,MA12347,Myra Marsh,Ohio,235-24-01,Yes
178,SIU'S ASIAN BISTRO,Ohio,647562-0404,Myra Marsh,Ohio,235-24-01,Yes
187,ATTMAN'S BAR & GRILL,Ohio,548813-2340,Myra Marsh,Ohio,235-24-01,No
221,The Ship and Whale,Ohio,986328-7539,Myra Marsh,Ohio,235-24-01,No
36,PASSION FISH,California,994587-9188,Peter Barrera,California,075-64-07,No
46,Candelaria,California,645845-0472,Peter Barrera,California,075-64-07,Yes
185,CHEESESTEAK MIKE'S,California,214195-2529,Peter Barrera,California,075-64-07,Yes
12,Le Mary Céleste,Alabama,498082-1021,Frances Rosa,Alabama,584-09-08,Yes
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Frances Rosa,Alabama,584-09-08,Yes
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Frances Rosa,Alabama,584-09-08,Yes
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Frances Rosa,Alabama,584-09-08,No
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Frances Rosa,Alabama,584-09-08,Yes
67,Moonshiner,Florida,807305-7500,Damian Ingram,Florida,283-33-00,Yes
74,Aux Folies,Florida,178856-0090,Damian Ingram,Florida,283-33-00,No
87,Neko,Florida,097147-8367,Damian Ingram,Florida,283-33-00,Yes
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Damian Ingram,Florida,283-33-00,No
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Damian Ingram,Florida,283-33-00,No
161,Artesian,Florida,023683-4925,Damian Ingram,Florida,283-33-00,Yes
228,BACCHUS OF LEBANON,Florida,397549-9173,Damian Ingram,Florida,283-33-00,No
246,Brass Monkey,Florida,704506-9023,Damian Ingram,Florida,283-33-00,Yes
10,MAMMA LUCIA,Maryland,825954-1152,Dillon Wilkerson,Maryland,509-16-06,Yes
21,The Shark and Rose,Maryland,385233-3057,Dillon Wilkerson,Maryland,509-16-06,No
32,EL PAISANO,Maryland,269448-6792,Dillon Wilkerson,Maryland,509-16-06,No
38,WHEATON WINERY,Maryland,426942-2970,Dillon Wilkerson,Maryland,509-16-06,No
82,POSITANO RISTORANTE ITALIANO,Maryland,784026-4704,Dillon Wilkerson,Maryland,509-16-06,Yes
93,MIDWAY PUB,Maryland,589827-6299,Dillon Wilkerson,Maryland,509-16-06,No
61,Combat,Vermont,163829-1896,Macaulay Benson,Vermont,113-57-02,Yes
69,La Fine Mousse,Vermont,234798-4284,Macaulay Benson,Vermont,113-57-02,No
99,Connolly Station,Vermont,638134-8991,Macaulay Benson,Vermont,113-57-02,No
114,Ulysses Pub,Vermont,603310-5963,Macaulay Benson,Vermont,113-57-02,No
179,Kings Stores,Vermont,905752-1115,Macaulay Benson,Vermont,113-57-02,Yes
242,LOS COBANOS RESTAURANT,Vermont,312938-5286,Macaulay Benson,Vermont,113-57-02,No
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Maggy Andrews,Wyoming,738-08-09,Yes
100,Vermuteria,Wyoming,196332-2001,Maggy Andrews,Wyoming,738-08-09,No
113,ALL SET,Wyoming,604478-1638,Maggy Andrews,Wyoming,738-08-09,No
118,Lord John Russell Pub,Wyoming,804154-3375,Maggy Andrews,Wyoming,738-08-09,No
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Maggy Andrews,Wyoming,738-08-09,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Maggy Andrews,Wyoming,738-08-09,No
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,Rae Kirkland,Virginia,136-64-09,Yes
144,STAINED GLASS PUB,Virginia,033215-5373,Rae Kirkland,Virginia,136-64-09,Yes
190,The Wigmore,Virginia,785196-5934,Rae Kirkland,Virginia,136-64-09,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,Rae Kirkland,Virginia,136-64-09,Yes
217,CLUB 175,Virginia,843001-5555,Rae Kirkland,Virginia,136-64-09,Yes
10,MAMMA LUCIA,Maryland,825954-1152,Uta Ward,Maryland,848-81-08,Yes
21,The Shark and Rose,Maryland,385233-3057,Uta Ward,Maryland,848-81-08,No
32,EL PAISANO,Maryland,269448-6792,Uta Ward,Maryland,848-81-08,No
38,WHEATON WINERY,Maryland,426942-2970,Uta Ward,Maryland,848-81-08,Yes
82,POSITANO RISTORANTE ITALIANO,Maryland,784026-4704,Uta Ward,Maryland,848-81-08,Yes
93,MIDWAY PUB,Maryland,589827-6299,Uta Ward,Maryland,848-81-08,No
2,ASPEN HILL BAR & GRILL,Tennessee,122581-2526,Wayne Pena,Tennessee,611-09-05,Yes
28,SAMOVAR,Tennessee,569005-3193,Wayne Pena,Tennessee,611-09-05,No
49,Septime La Cave,Tennessee,207005-7456,Wayne Pena,Tennessee,611-09-05,Yes
86,Bar Italiya,Tennessee,278532-0199,Wayne Pena,Tennessee,611-09-05,No
205,Purple Bar at Sanderson,Tennessee,016922-4284,Wayne Pena,Tennessee,611-09-05,No
226,Ninetyeight Bar & Lounge,Tennessee,023694-3510,Wayne Pena,Tennessee,611-09-05,No
109,John Donne Pub,Indiana,575493-8545,Nathaniel Oconnor,Indiana,231-24-02,No
126,GOURMET PUB,Indiana,238323-5054,Nathaniel Oconnor,Indiana,231-24-02,Yes
218,IL PORTO,Indiana,657698-5615,Nathaniel Oconnor,Indiana,231-24-02,Yes
24,PIZZERIA DAMARCO,Washington,443927-4046,Zachary Mccall,Washington,491-96-08,Yes
96,EL AMATE RESTAURANT,Washington,284564-0263,Zachary Mccall,Washington,491-96-08,Yes
101,M&BZ,Washington,474140-4315,Zachary Mccall,Washington,491-96-08,No
243,BANGKOK GARDEN RESTAURANT,Washington,577007-7120,Zachary Mccall,Washington,491-96-08,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Cherokee Barlow,Georgia,401-26-07,Yes
25,Britannia Arms,Georgia,033266-5462,Cherokee Barlow,Georgia,401-26-07,No
129,SAFEWAY,Georgia,076279-9393,Cherokee Barlow,Georgia,401-26-07,No
130,Anderdog,Georgia,426308-0014,Cherokee Barlow,Georgia,401-26-07,No
140,MAPLE BEER AND WINE,Georgia,624171-7682,Cherokee Barlow,Georgia,401-26-07,No
176,PETER'S GRILL,Georgia,567033-1627,Cherokee Barlow,Georgia,401-26-07,Yes
181,MIX BAR & GRILL,Georgia,167553-1543,Cherokee Barlow,Georgia,401-26-07,No
225,Hedley Club,Georgia,627764-8355,Cherokee Barlow,Georgia,401-26-07,Yes
26,BOCA BOTANA'S,Utah,633641-0946,Nehru Huff,Utah,156-37-00,Yes
29,KOREAN KORNER,Utah,252115-9828,Nehru Huff,Utah,156-37-00,No
83,TASTE OF EUROPE,Utah,383254-4286,Nehru Huff,Utah,156-37-00,No
112,MRS. K'S TOLL HOUSE,Utah,204463-2632,Nehru Huff,Utah,156-37-00,No
193,THAI TASTE,Utah,393201-0154,Nehru Huff,Utah,156-37-00,Yes
206,SASUNS,Utah,239755-5612,Nehru Huff,Utah,156-37-00,Yes
39,COUNTRY BOY CLUB,Oklahoma,565494-6333,Tanner Yang,Oklahoma,103-98-00,No
47,SAMANTHA'S,Oklahoma,065321-9717,Tanner Yang,Oklahoma,103-98-00,Yes
70,Bar Hemingway,Oklahoma,573547-0154,Tanner Yang,Oklahoma,103-98-00,Yes
80,NEWS EXPRESS,Oklahoma,615857-5438,Tanner Yang,Oklahoma,103-98-00,Yes
165,OLNEY ALE HOUSE,Oklahoma,103007-8750,Tanner Yang,Oklahoma,103-98-00,No
169,The Bloomsbury Club Bar,Oklahoma,032912-1156,Tanner Yang,Oklahoma,103-98-00,No
10,MAMMA LUCIA,Maryland,825954-1152,Ann Wilkins,Maryland,854-42-06,No
21,The Shark and Rose,Maryland,385233-3057,Ann Wilkins,Maryland,854-42-06,Yes
32,EL PAISANO,Maryland,269448-6792,Ann Wilkins,Maryland,854-42-06,No
38,WHEATON WINERY,Maryland,426942-2970,Ann Wilkins,Maryland,854-42-06,Yes
82,POSITANO RISTORANTE ITALIANO,Maryland,784026-4704,Ann Wilkins,Maryland,854-42-06,No
93,MIDWAY PUB,Maryland,589827-6299,Ann Wilkins,Maryland,854-42-06,Yes
67,Moonshiner,Florida,807305-7500,Florence Sellers,Florida,685-75-08,Yes
74,Aux Folies,Florida,178856-0090,Florence Sellers,Florida,685-75-08,No
87,Neko,Florida,097147-8367,Florence Sellers,Florida,685-75-08,No
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Florence Sellers,Florida,685-75-08,No
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Florence Sellers,Florida,685-75-08,Yes
161,Artesian,Florida,023683-4925,Florence Sellers,Florida,685-75-08,No
228,BACCHUS OF LEBANON,Florida,397549-9173,Florence Sellers,Florida,685-75-08,Yes
246,Brass Monkey,Florida,704506-9023,Florence Sellers,Florida,685-75-08,No
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Knox Rosa,Wyoming,570-51-06,No
100,Vermuteria,Wyoming,196332-2001,Knox Rosa,Wyoming,570-51-06,No
113,ALL SET,Wyoming,604478-1638,Knox Rosa,Wyoming,570-51-06,Yes
118,Lord John Russell Pub,Wyoming,804154-3375,Knox Rosa,Wyoming,570-51-06,Yes
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Knox Rosa,Wyoming,570-51-06,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Knox Rosa,Wyoming,570-51-06,Yes
14,SENOR TEQUILA'S,Delaware,744864-1998,Quamar Davidson,Delaware,569-16-00,Yes
72,Chez Ammad,Delaware,195979-2548,Quamar Davidson,Delaware,569-16-00,Yes
94,ARIA BAR & GRILL,Delaware,705071-9785,Quamar Davidson,Delaware,569-16-00,No
166,PETERS CARRY OUT,Delaware,825935-7435,Quamar Davidson,Delaware,569-16-00,Yes
227,CUBANO'S,Delaware,284560-8641,Quamar Davidson,Delaware,569-16-00,No
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Quamar Davidson,Delaware,569-16-00,No
90,Guns & Bears Pub,Louisiana,066604-4524,Ignatius Berry,Louisiana,041-93-09,No
105,The Lounge,Louisiana,557061-3801,Ignatius Berry,Louisiana,041-93-09,Yes
177,YEKTA KABOBI,Louisiana,018125-2537,Ignatius Berry,Louisiana,041-93-09,Yes
180,EL PATIO,Louisiana,266006-4748,Ignatius Berry,Louisiana,041-93-09,Yes
194,TOKYO SUSHI,Louisiana,963932-2784,Ignatius Berry,Louisiana,041-93-09,No
209,TEX'S PLACE,Louisiana,137395-0748,Ignatius Berry,Louisiana,041-93-09,No
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Ignatius Berry,Louisiana,041-93-09,No
244,AMALFI RISTORANTE,Louisiana,128083-8887,Ignatius Berry,Louisiana,041-93-09,No
52,EGGSPECTATION,Missouri,459940-2189,Kaye Bailey,Missouri,068-72-00,Yes
54,L'Ours Bar,Missouri,402911-2895,Kaye Bailey,Missouri,068-72-00,Yes
134,Genatzvale Hall,Missouri,825794-2857,Kaye Bailey,Missouri,068-72-00,No
150,CHOICE ,Missouri,075626-4206,Kaye Bailey,Missouri,068-72-00,No
223,SILVER,Missouri,716079-8588,Kaye Bailey,Missouri,068-72-00,No
5,Seven Bamboo,Idaho,759258-8235,Chaim Daniels,Idaho,263-98-07,Yes
7,Le Syndicat,Idaho,555889-1650,Chaim Daniels,Idaho,263-98-07,No
66,HANARO RESTAURANT AND LOUNGE,Idaho,367303-7044,Chaim Daniels,Idaho,263-98-07,Yes
85,Bar Neon Monkey,Idaho,829829-6701,Chaim Daniels,Idaho,263-98-07,Yes
149,HOP N GRAPE,Idaho,197460-5337,Chaim Daniels,Idaho,263-98-07,Yes
213,The DrumLeyton,Idaho,855299-2110,Chaim Daniels,Idaho,263-98-07,Yes
239,MIDDLE EAST CUISINE,Idaho,682135-2579,Chaim Daniels,Idaho,263-98-07,No
132,JO'S BEER-WINE,Mississippi,422040-9934,Lisandra Sheppard,Mississippi,782-05-04,Yes
197,The Camel Pub,Mississippi,987575-5317,Lisandra Sheppard,Mississippi,782-05-04,Yes
199,The Duke Of Argyll,Mississippi,452548-3394,Lisandra Sheppard,Mississippi,782-05-04,No
216,CARAVAN,Mississippi,034340-6674,Lisandra Sheppard,Mississippi,782-05-04,Yes
233,CAVA RESTAURANT,Mississippi,727659-2461,Lisandra Sheppard,Mississippi,782-05-04,Yes
12,Le Mary Céleste,Alabama,498082-1021,Abraham Watson,Alabama,719-59-09,No
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Abraham Watson,Alabama,719-59-09,Yes
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Abraham Watson,Alabama,719-59-09,Yes
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Abraham Watson,Alabama,719-59-09,Yes
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Abraham Watson,Alabama,719-59-09,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Elijah Wilkins,Georgia,300-92-03,Yes
25,Britannia Arms,Georgia,033266-5462,Elijah Wilkins,Georgia,300-92-03,No
