BillID,Time,Date,SSN,License
9715,7:13:48,2016-04-14,569-09-06,575493-8545
9716,12:33:00,2015-08-31,464-70-00,575493-8545
9717,5:04:29,2018-01-11,399-46-04,575493-8545
9718,20:30:30,2015-05-07,469-81-08,575493-8545
9719,15:00:13,2016-10-03,806-99-05,575493-8545
9720,6:25:55,2015-01-22,193-96-02,575493-8545
9721,9:44:11,2015-01-15,713-99-07,575493-8545
9722,16:13:51,2016-01-25,534-45-08,575493-8545
9723,19:43:49,2018-06-25,453-75-05,575493-8545
9724,8:02:13,2017-06-01,129-93-03,575493-8545
9725,9:39:42,2018-02-19,084-31-03,575493-8545
9726,5:41:59,2018-09-27,283-20-09,575493-8545
9727,6:33:38,2017-05-12,193-96-02,575493-8545
9728,8:35:19,2018-12-13,020-68-03,575493-8545
9729,6:03:50,2016-02-22,193-96-02,575493-8545
9730,16:00:21,2017-11-09,521-74-07,575493-8545
9731,12:12:49,2015-12-22,335-53-01,575493-8545
9732,9:41:37,2018-07-09,228-48-03,575493-8545
9733,16:45:45,2015-12-11,699-07-08,575493-8545
9734,15:58:49,2018-06-01,042-93-04,575493-8545
9735,10:46:52,2016-02-22,405-82-06,575493-8545
9736,9:11:08,2016-04-25,321-17-03,575493-8545
9737,15:46:15,2017-10-20,377-67-04,575493-8545
9738,5:47:31,2017-06-22,174-01-00,575493-8545
9739,18:51:55,2016-03-17,800-99-08,575493-8545
9740,8:35:38,2017-08-08,210-36-02,575493-8545
9741,16:22:48,2018-12-24,318-23-04,575493-8545
9742,7:25:50,2018-03-12,731-52-09,575493-8545
9743,7:23:09,2016-12-14,767-34-03,575493-8545
9744,12:54:21,2015-10-23,740-98-09,575493-8545
9745,5:31:56,2015-06-17,203-89-07,575493-8545
9746,5:10:16,2017-04-10,569-09-06,575493-8545
9747,18:09:16,2016-03-17,109-71-01,575493-8545
9748,13:42:23,2018-06-04,872-95-09,575493-8545
9749,18:14:13,2016-06-30,782-56-00,575493-8545
9750,18:39:31,2018-12-03,229-82-01,575493-8545
9751,17:33:18,2015-11-26,399-46-04,575493-8545
9752,17:21:36,2016-05-27,321-17-03,575493-8545
9753,14:59:05,2015-01-13,424-92-08,575493-8545
9754,15:28:39,2015-04-09,332-84-08,575493-8545
9755,14:08:31,2015-08-03,283-20-09,575493-8545
9756,6:25:21,2016-01-06,097-48-07,575493-8545
9757,12:19:34,2016-11-17,899-69-02,575493-8545
9758,15:20:41,2018-12-12,463-24-02,575493-8545
9759,19:37:37,2018-02-09,321-17-03,575493-8545
9760,13:23:06,2016-09-09,317-08-00,575493-8545
9761,15:21:13,2018-10-03,715-30-09,575493-8545
9762,11:15:06,2017-11-13,335-53-01,575493-8545
9763,10:13:57,2017-08-07,535-96-01,575493-8545
9764,10:58:04,2015-01-22,176-07-04,575493-8545
9765,18:13:41,2016-11-03,375-31-08,575493-8545
9766,17:15:29,2016-10-13,507-68-06,575493-8545
9767,15:35:50,2016-11-18,660-49-03,575493-8545
9768,6:20:56,2016-05-16,519-18-08,575493-8545
9769,17:03:42,2018-07-16,020-68-03,575493-8545
9770,14:05:13,2015-11-05,072-08-07,575493-8545
9771,11:11:42,2015-02-13,210-36-02,575493-8545
9772,6:37:53,2017-06-05,897-04-07,575493-8545
9773,20:57:08,2016-05-06,318-23-04,575493-8545
9774,5:09:11,2015-12-23,007-58-05,575493-8545
9775,20:52:43,2017-04-25,415-79-03,575493-8545
9776,9:12:34,2015-01-20,072-08-07,575493-8545
9777,9:54:50,2018-06-22,464-70-00,575493-8545
9778,5:39:45,2018-05-18,063-65-03,575493-8545
9779,19:00:50,2015-09-16,507-68-06,575493-8545
9780,14:56:05,2015-07-10,899-69-02,575493-8545
9781,7:01:12,2015-11-20,331-42-05,575493-8545
9782,6:48:44,2018-06-12,797-53-09,575493-8545
9783,8:14:48,2018-10-31,109-71-01,575493-8545
9784,16:30:08,2016-01-26,009-26-06,575493-8545
9785,20:48:52,2015-05-04,063-65-03,575493-8545
9786,19:07:58,2016-03-09,766-27-06,575493-8545
9787,15:08:16,2017-06-09,311-08-07,575493-8545
9788,19:21:53,2018-02-16,174-01-00,575493-8545
9789,13:24:42,2018-10-16,415-79-03,575493-8545
9790,10:11:16,2017-10-24,193-96-02,575493-8545
9791,12:05:29,2016-08-23,199-01-05,575493-8545
9792,8:53:27,2018-11-15,569-09-06,575493-8545
9793,14:09:55,2017-08-11,573-42-05,036932-8331
9794,14:26:46,2015-11-27,197-57-03,036932-8331
9795,17:50:03,2015-12-07,740-64-07,036932-8331
9796,4:16:45,2016-02-03,027-09-06,036932-8331
9797,7:03:17,2015-07-22,336-24-09,036932-8331
9798,18:19:54,2015-12-17,631-18-05,036932-8331
9799,7:50:49,2017-06-06,430-13-07,036932-8331
9800,18:50:26,2015-08-07,730-89-03,036932-8331
9801,13:27:05,2017-09-11,190-45-03,036932-8331
9802,9:23:29,2017-11-08,847-86-06,036932-8331
9803,19:11:25,2016-06-15,483-02-02,036932-8331
9804,14:37:25,2015-08-10,176-30-03,036932-8331
9805,18:06:40,2017-06-12,414-83-09,036932-8331
9806,8:21:12,2015-09-04,218-24-08,036932-8331
9807,14:01:44,2018-05-25,777-03-03,036932-8331
9808,15:07:10,2017-06-09,392-62-05,036932-8331
9809,9:22:00,2017-03-08,253-16-09,036932-8331
9810,8:43:45,2016-10-03,852-77-02,036932-8331
9811,18:49:59,2016-02-29,813-97-07,036932-8331
9812,12:13:19,2015-08-31,746-20-07,036932-8331
9813,17:30:09,2018-12-24,481-48-05,036932-8331
9814,14:25:48,2015-11-23,786-20-04,036932-8331
9815,14:29:39,2018-09-12,027-09-06,036932-8331
9816,6:01:00,2017-11-01,746-20-07,036932-8331
9817,9:23:17,2017-01-04,339-54-04,036932-8331
9818,19:23:23,2016-09-16,751-09-03,036932-8331
9819,11:23:36,2017-10-13,551-02-00,036932-8331
9820,7:45:41,2016-09-21,576-23-01,036932-8331
9821,15:46:59,2018-07-09,786-20-04,036932-8331
9822,6:59:41,2018-02-07,690-80-03,036932-8331
9823,12:48:08,2017-05-03,392-62-05,036932-8331
9824,5:19:49,2016-02-12,228-85-00,036932-8331
9825,3:16:03,2015-07-28,190-45-03,036932-8331
9826,14:01:01,2018-05-11,558-80-04,036932-8331
9827,16:53:43,2015-02-17,748-99-08,036932-8331
9828,10:20:56,2018-09-07,551-02-00,036932-8331
9829,4:43:26,2015-06-12,078-36-09,036932-8331
9830,14:59:42,2018-12-07,341-02-06,036932-8331
9831,3:56:24,2017-05-12,817-84-03,036932-8331
9832,8:44:03,2015-11-12,342-96-02,036932-8331
9833,14:31:34,2016-12-30,486-10-09,036932-8331
9834,12:13:39,2017-06-16,244-81-03,036932-8331
9835,12:50:07,2016-04-28,773-89-04,036932-8331
9836,13:46:39,2016-10-18,379-72-08,036932-8331
9837,13:00:10,2018-04-26,562-66-09,036932-8331
9838,12:11:47,2017-12-07,883-98-07,036932-8331
9839,14:26:31,2017-09-22,694-61-03,036932-8331
9840,15:12:22,2015-07-30,632-31-01,036932-8331
9841,16:44:16,2016-08-01,792-02-06,036932-8331
9842,19:38:06,2015-06-12,690-80-03,036932-8331
9843,6:40:20,2017-04-06,723-70-00,036932-8331
9844,8:55:20,2015-11-26,852-77-02,036932-8331
9845,6:10:25,2018-10-05,428-21-01,036932-8331
9846,16:06:22,2017-05-05,817-84-03,036932-8331
9847,17:24:01,2015-09-03,727-14-03,036932-8331
9848,5:48:15,2015-08-07,582-81-01,036932-8331
9849,8:51:05,2016-01-14,239-53-02,036932-8331
9850,14:23:29,2017-07-10,150-24-08,036932-8331
9851,9:55:38,2016-11-23,741-26-03,036932-8331
9852,8:31:14,2015-01-08,730-89-03,036932-8331
9853,5:57:43,2018-02-21,648-87-07,036932-8331
9854,14:57:38,2015-08-27,648-87-07,036932-8331
9855,6:46:59,2015-09-30,063-06-08,036932-8331
9856,13:02:34,2018-07-02,150-24-08,036932-8331
9857,13:26:36,2016-11-30,027-09-06,036932-8331
9858,14:14:00,2015-07-20,190-45-03,036932-8331
9859,17:39:58,2017-07-24,404-37-09,036932-8331
9860,10:15:27,2015-08-31,430-13-07,036932-8331
9861,17:37:01,2015-05-11,573-42-05,036932-8331
9862,15:48:57,2017-06-13,562-66-09,036932-8331
9863,9:20:51,2018-12-27,730-89-03,036932-8331
9864,10:59:06,2015-01-12,576-23-01,036932-8331
9865,8:35:55,2018-01-22,158-76-04,036932-8331
9866,19:06:44,2018-08-28,708-09-03,036932-8331
9867,12:40:33,2016-09-15,883-98-07,036932-8331
9868,15:49:52,2015-02-17,832-15-02,036932-8331
9869,9:45:06,2018-09-24,847-86-06,036932-8331
9870,7:03:24,2015-10-19,339-54-04,036932-8331
9871,13:13:54,2017-02-22,727-14-03,036932-8331
9872,11:07:48,2018-11-20,226-16-09,036932-8331
9873,11:32:50,2016-03-22,377-65-03,036932-8331
9874,4:35:20,2018-10-09,414-83-09,036932-8331
9875,14:57:47,2015-10-16,311-80-08,036932-8331
9876,6:30:39,2017-06-22,573-42-05,036932-8331
9877,6:31:12,2017-07-11,865-53-09,036932-8331
9878,19:22:23,2017-09-25,512-21-06,036932-8331
9879,9:23:31,2015-10-23,847-86-06,036932-8331
9880,17:38:32,2018-10-01,193-74-09,978070-9847
9881,11:00:57,2018-11-30,744-25-07,978070-9847
9882,3:03:14,2016-12-09,542-80-06,978070-9847
9883,3:56:15,2018-07-25,183-68-00,978070-9847
9884,4:54:32,2016-05-19,513-21-07,978070-9847
9885,8:14:19,2017-03-27,513-21-07,978070-9847
9886,14:48:19,2015-12-08,361-13-09,978070-9847
9887,9:19:03,2015-10-29,193-74-09,978070-9847
9888,6:37:18,2018-05-16,692-50-00,978070-9847
9889,5:15:44,2018-02-15,154-48-09,978070-9847
9890,2:39:08,2016-07-07,310-13-01,978070-9847
9891,13:44:33,2017-09-14,714-18-08,978070-9847
9892,17:13:16,2017-02-28,204-78-08,978070-9847
9893,6:18:06,2017-09-26,179-37-03,978070-9847
9894,16:50:46,2017-11-09,737-38-01,978070-9847
9895,13:16:15,2018-07-23,834-68-09,978070-9847
9896,12:39:56,2018-05-30,338-79-04,978070-9847
9897,15:43:20,2018-02-05,543-86-02,978070-9847
9898,2:20:54,2015-03-18,506-47-07,978070-9847
9899,9:51:46,2015-05-20,861-47-02,978070-9847
9900,1:33:44,2015-08-18,685-67-09,978070-9847
9901,12:57:51,2015-11-18,210-93-08,978070-9847
9902,15:40:33,2016-09-14,074-81-03,978070-9847
9903,3:41:02,2015-04-01,692-50-00,978070-9847
9904,9:16:57,2018-11-21,193-74-09,978070-9847
9905,16:14:21,2017-01-12,187-82-04,978070-9847
9906,6:30:06,2016-11-15,452-44-06,978070-9847
9907,8:43:40,2018-01-22,210-93-08,978070-9847
9908,6:29:48,2018-01-24,492-33-02,978070-9847
9909,11:29:54,2018-03-12,096-63-03,978070-9847
9910,7:37:22,2018-12-14,646-72-09,978070-9847
9911,3:31:51,2018-11-01,217-80-05,978070-9847
9912,7:08:55,2016-02-01,681-47-00,978070-9847
9913,4:48:31,2017-03-03,140-02-01,978070-9847
9914,16:40:22,2016-02-11,228-19-00,978070-9847
9915,9:32:00,2018-06-14,785-99-01,978070-9847
9916,10:41:39,2015-12-03,737-38-01,978070-9847
9917,11:18:52,2018-05-30,702-18-00,978070-9847
9918,5:24:48,2015-10-07,310-13-01,978070-9847
9919,12:27:36,2016-11-15,506-47-07,978070-9847
9920,6:37:21,2015-12-02,004-48-06,978070-9847
9921,17:58:33,2018-05-24,459-77-02,978070-9847
9922,9:18:58,2017-05-05,359-53-08,978070-9847
9923,13:18:35,2018-04-18,085-03-08,978070-9847
9924,3:44:27,2017-03-08,210-93-08,978070-9847
9925,12:32:13,2015-12-07,459-77-02,978070-9847
9926,1:15:14,2016-07-19,723-37-05,978070-9847
9927,15:01:49,2018-05-07,513-21-07,978070-9847
9928,3:34:38,2018-07-23,681-47-00,978070-9847
9929,10:38:22,2016-07-15,688-39-07,978070-9847
9930,14:15:23,2018-10-23,582-60-02,978070-9847
9931,4:42:44,2018-08-30,703-46-07,978070-9847
9932,15:44:16,2015-09-21,204-78-08,978070-9847
9933,3:00:38,2016-12-01,549-30-00,978070-9847
9934,6:11:09,2015-01-29,854-67-06,978070-9847
9935,17:29:32,2018-10-01,744-25-07,978070-9847
9936,11:16:58,2018-07-02,513-21-07,978070-9847
9937,16:39:52,2016-03-01,492-33-02,978070-9847
9938,9:13:49,2015-10-29,130-23-05,978070-9847
9939,3:26:19,2015-10-16,252-66-04,978070-9847
9940,3:13:29,2015-10-06,692-50-00,978070-9847
9941,2:11:24,2016-01-15,836-69-04,978070-9847
9942,14:40:52,2017-06-22,542-80-06,978070-9847
9943,4:10:25,2015-02-10,379-66-05,978070-9847
9944,9:14:40,2018-01-17,549-30-00,978070-9847
9945,10:51:50,2017-07-11,213-67-08,978070-9847
9946,14:48:38,2015-10-02,179-37-03,978070-9847
9947,17:39:08,2018-03-26,827-70-09,978070-9847
9948,11:02:58,2018-03-02,702-18-00,978070-9847
9949,16:06:25,2015-04-23,319-71-01,978070-9847
9950,7:05:35,2017-10-09,252-66-04,978070-9847
9951,1:09:10,2018-12-14,549-30-00,978070-9847
9952,10:43:58,2016-09-22,494-47-08,978070-9847
9953,13:18:22,2017-03-27,051-88-09,978070-9847
9954,5:43:52,2015-12-22,223-14-02,978070-9847
9955,13:55:38,2017-01-23,492-33-02,978070-9847
9956,3:33:55,2017-01-16,001-31-05,978070-9847
9957,5:56:43,2018-04-27,788-29-04,978070-9847
9958,14:32:41,2016-12-27,250-19-07,978070-9847
9959,17:45:52,2018-01-10,051-88-09,978070-9847
9960,16:28:07,2017-02-16,774-54-04,978070-9847
9961,5:46:29,2015-12-22,020-74-05,978070-9847
9962,16:17:38,2015-09-29,744-25-07,978070-9847
9963,8:44:26,2017-06-09,023-20-05,204463-2632
9964,15:55:02,2017-06-20,188-62-08,204463-2632
9965,8:17:40,2016-11-18,037-06-09,204463-2632
9966,6:58:28,2017-11-03,895-99-02,204463-2632
9967,16:46:04,2016-03-04,156-37-00,204463-2632
9968,5:01:33,2018-12-06,115-28-05,204463-2632
9969,5:29:39,2015-01-13,896-93-07,204463-2632
9970,9:41:06,2016-05-04,650-01-08,204463-2632
9971,4:41:16,2016-06-07,599-17-01,204463-2632
9972,15:45:21,2015-05-12,037-06-09,204463-2632
9973,17:13:15,2015-10-16,843-60-00,204463-2632
9974,7:15:02,2016-07-21,191-60-07,204463-2632
9975,16:26:43,2016-10-07,191-60-07,204463-2632
9976,9:44:58,2016-05-26,674-90-07,204463-2632
9977,7:19:07,2015-05-20,709-11-00,204463-2632
9978,8:26:03,2017-07-28,318-25-04,204463-2632
9979,12:45:37,2016-11-07,489-87-05,204463-2632
9980,4:58:42,2018-08-07,156-37-00,204463-2632
9981,14:50:17,2016-01-01,479-84-08,204463-2632
9982,15:46:24,2018-01-01,254-06-09,204463-2632
9983,8:43:04,2017-06-15,647-92-08,204463-2632
9984,10:45:26,2016-12-23,728-09-04,204463-2632
9985,11:35:25,2016-08-31,125-28-05,204463-2632
9986,19:36:56,2016-09-23,464-32-06,204463-2632
9987,14:00:38,2016-08-03,443-82-06,204463-2632
9988,13:42:23,2017-06-12,684-47-07,204463-2632
9989,12:03:04,2017-06-29,441-31-07,204463-2632
9990,14:45:04,2018-02-07,776-75-04,204463-2632
9991,16:59:28,2016-05-16,023-20-05,204463-2632
9992,4:58:33,2018-09-13,582-78-04,204463-2632
9993,12:00:11,2016-12-08,038-69-01,204463-2632
9994,7:50:20,2017-07-31,643-45-07,204463-2632
9995,17:46:41,2017-10-20,676-02-08,204463-2632
9996,6:37:17,2016-01-18,125-28-05,204463-2632
9997,18:55:28,2015-12-24,482-31-03,204463-2632
9998,11:18:20,2018-09-19,817-66-02,204463-2632
9999,18:08:09,2015-09-01,746-16-00,204463-2632
10000,16:21:53,2017-07-24,747-31-01,204463-2632
10001,5:27:16,2016-04-18,282-54-00,204463-2632
10002,10:31:32,2018-04-24,650-01-08,204463-2632
10003,15:40:38,2017-03-31,015-46-08,204463-2632
10004,12:17:11,2017-07-18,322-41-03,204463-2632
10005,8:54:27,2018-05-24,413-25-03,204463-2632
10006,10:52:27,2015-11-30,676-02-08,204463-2632
10007,15:40:52,2016-01-11,599-17-01,204463-2632
10008,16:26:11,2016-07-28,373-19-05,204463-2632
10009,19:26:41,2016-03-29,357-55-01,204463-2632
10010,8:19:03,2016-01-19,578-32-03,204463-2632
10011,13:19:49,2018-10-23,881-52-07,204463-2632
10012,4:30:10,2017-12-01,728-94-00,204463-2632
10013,5:33:26,2015-08-17,421-26-03,204463-2632
10014,13:23:28,2016-08-11,835-05-01,204463-2632
10015,13:26:09,2015-03-03,282-39-05,204463-2632
10016,6:40:35,2017-08-09,809-74-08,204463-2632
10017,17:09:53,2017-03-10,568-62-01,204463-2632
10018,7:03:51,2018-10-10,318-25-04,204463-2632
10019,15:28:08,2015-01-15,895-99-02,204463-2632
10020,8:19:24,2016-01-22,341-81-03,204463-2632
10021,4:52:23,2018-01-17,477-43-08,204463-2632
10022,13:53:42,2016-05-23,338-89-07,204463-2632
10023,16:38:19,2017-01-18,479-84-08,204463-2632
10024,7:01:35,2015-02-26,107-06-09,204463-2632
10025,5:28:33,2016-07-19,477-43-08,204463-2632
10026,8:01:02,2017-05-12,882-41-03,204463-2632
10027,12:25:23,2016-02-10,023-20-05,204463-2632
10028,7:57:17,2017-04-10,373-19-05,204463-2632
10029,11:32:16,2018-08-31,895-99-02,204463-2632
10030,10:27:36,2018-01-01,282-54-00,204463-2632
10031,8:04:25,2017-07-14,038-69-01,204463-2632
10032,19:03:13,2018-12-25,599-17-01,204463-2632
10033,5:00:44,2015-08-12,578-41-06,204463-2632
10034,10:44:08,2016-07-06,612-06-01,204463-2632
10035,12:31:47,2016-04-13,895-99-02,204463-2632
10036,19:06:03,2017-07-05,746-41-00,204463-2632
10037,11:49:43,2018-07-20,150-97-07,204463-2632
10038,8:57:40,2018-06-14,702-60-00,204463-2632
10039,5:28:55,2016-12-22,225-46-08,204463-2632
10040,15:15:08,2015-01-14,413-25-03,204463-2632
10041,13:06:07,2016-10-21,512-20-04,204463-2632
10042,15:17:35,2017-05-29,870-24-03,204463-2632
10043,17:59:40,2016-02-24,469-47-06,604478-1638
10044,9:36:58,2017-06-30,413-57-05,604478-1638
10045,18:37:28,2017-11-24,093-73-07,604478-1638
10046,21:39:39,2015-09-17,444-11-09,604478-1638
10047,6:59:35,2016-09-29,742-68-03,604478-1638
10048,14:36:11,2017-08-08,051-60-03,604478-1638
10049,20:17:17,2016-01-18,670-03-05,604478-1638
10050,12:09:49,2015-05-29,192-45-08,604478-1638
10051,15:12:37,2015-05-21,546-23-00,604478-1638
10052,20:33:07,2016-11-16,050-79-00,604478-1638
10053,11:45:54,2017-12-29,694-11-06,604478-1638
10054,17:12:28,2018-12-14,406-21-06,604478-1638
10055,9:38:39,2017-05-15,400-57-02,604478-1638
10056,21:21:44,2015-06-24,738-08-09,604478-1638
10057,12:30:01,2016-02-11,594-77-03,604478-1638
10058,17:59:41,2018-08-22,231-57-06,604478-1638
10059,10:24:12,2015-12-16,207-45-08,604478-1638
10060,5:05:19,2017-11-15,347-61-00,604478-1638
10061,5:31:35,2016-04-04,406-21-06,604478-1638
10062,10:43:53,2018-08-28,762-74-05,604478-1638
10063,10:58:05,2015-02-20,434-40-08,604478-1638
10064,18:42:51,2018-10-08,223-68-00,604478-1638
10065,12:05:08,2018-10-18,239-96-09,604478-1638
10066,17:11:42,2015-05-26,436-47-00,604478-1638
10067,15:19:54,2015-02-27,741-28-06,604478-1638
10068,10:43:53,2018-05-31,685-17-03,604478-1638
10069,13:46:11,2016-07-14,691-27-04,604478-1638
10070,6:52:53,2018-04-20,229-27-03,604478-1638
10071,16:22:17,2018-12-25,192-45-08,604478-1638
10072,5:38:53,2015-10-09,637-70-06,604478-1638
10073,18:36:08,2018-05-01,207-45-08,604478-1638
10074,7:25:37,2015-01-16,364-05-09,604478-1638
10075,19:13:59,2016-07-26,051-60-03,604478-1638
10076,21:21:09,2015-10-29,277-76-05,604478-1638
10077,7:18:44,2016-03-16,109-79-01,604478-1638
10078,8:50:26,2018-12-06,631-83-03,604478-1638
10079,5:31:57,2015-07-07,740-92-04,604478-1638
10080,17:07:33,2017-07-19,637-70-06,604478-1638
10081,15:51:37,2016-03-07,039-60-04,604478-1638
10082,17:54:23,2017-03-29,734-87-07,604478-1638
10083,6:52:33,2017-10-06,282-66-05,604478-1638
10084,20:51:34,2017-03-15,145-31-02,604478-1638
10085,11:00:39,2016-09-08,091-90-01,604478-1638
10086,16:39:39,2018-11-26,740-92-04,604478-1638
10087,11:27:02,2016-12-19,714-68-06,604478-1638
10088,10:30:43,2015-10-07,691-27-04,604478-1638
10089,20:39:28,2016-12-22,400-57-02,604478-1638
10090,17:41:15,2017-02-16,591-58-02,604478-1638
10091,21:28:41,2018-10-04,405-31-01,604478-1638
10092,17:48:19,2017-04-12,039-60-04,604478-1638
10093,17:41:35,2018-12-05,199-38-02,604478-1638
10094,21:07:24,2015-11-18,109-79-01,604478-1638
10095,17:01:03,2016-03-11,207-45-08,604478-1638
10096,17:01:06,2016-08-10,199-38-02,604478-1638
10097,6:12:48,2015-02-19,778-78-00,604478-1638
10098,5:03:44,2015-04-28,762-74-05,604478-1638
10099,9:36:26,2017-06-06,734-87-07,604478-1638
10100,11:23:57,2015-08-27,436-47-00,604478-1638
10101,18:04:08,2018-08-22,848-01-07,604478-1638
10102,17:32:36,2017-03-28,591-58-02,604478-1638
10103,6:44:53,2017-02-16,594-77-03,604478-1638
10104,21:03:51,2017-07-21,688-01-00,604478-1638
10105,8:17:37,2017-11-21,638-65-05,604478-1638
10106,12:29:06,2015-09-28,364-18-06,604478-1638
10107,7:32:13,2017-07-11,364-18-06,604478-1638
10108,15:09:06,2018-04-30,522-52-01,604478-1638
10109,21:03:05,2018-06-27,434-40-08,604478-1638
10110,17:29:09,2017-03-27,421-73-08,604478-1638
10111,18:33:36,2017-11-14,133-70-02,604478-1638
10112,18:39:32,2018-07-05,227-80-08,604478-1638
10113,19:37:17,2017-01-30,855-85-07,604478-1638
10114,21:01:30,2015-01-06,734-87-07,604478-1638
10115,13:37:35,2016-07-06,413-57-05,604478-1638
10116,9:57:25,2018-01-05,607-07-05,604478-1638
10117,5:00:24,2015-01-15,742-68-03,604478-1638
10118,20:26:43,2018-06-06,413-57-05,604478-1638
10119,8:49:22,2016-10-19,094-03-01,604478-1638
10120,10:39:22,2017-07-03,537-47-02,604478-1638
10121,5:33:27,2016-05-13,042-90-05,604478-1638
10122,7:49:53,2017-08-07,529-80-00,604478-1638
10123,15:16:11,2015-11-02,128-81-09,604478-1638
10124,20:38:41,2018-09-04,694-11-06,604478-1638
10125,21:28:55,2018-03-05,738-08-09,604478-1638
10126,21:51:18,2017-07-21,094-03-01,604478-1638
10127,16:21:50,2018-12-12,436-47-00,604478-1638
10128,12:35:06,2016-04-06,421-73-08,604478-1638
10129,15:31:56,2015-12-18,176-27-07,604478-1638
10130,8:33:10,2018-05-01,712-19-06,604478-1638
10131,6:17:47,2017-01-26,431-20-03,604478-1638
10132,7:55:35,2015-02-06,595-31-02,604478-1638
10133,16:36:48,2018-12-04,691-27-04,604478-1638
10134,9:09:50,2018-04-10,607-07-05,604478-1638
10135,7:13:57,2018-06-13,540-23-05,604478-1638
10136,16:51:04,2018-03-26,094-03-01,604478-1638
10137,11:33:08,2015-01-13,833-82-06,604478-1638
10138,8:22:21,2015-02-13,003-44-04,604478-1638
10139,11:53:45,2015-06-24,192-45-08,604478-1638
10140,6:41:00,2018-07-04,145-31-02,604478-1638
10141,18:14:37,2015-09-18,197-76-03,604478-1638
10142,2:40:55,2017-08-14,181-36-09,603310-5963
10143,12:34:59,2017-05-29,038-15-04,603310-5963
10144,9:16:36,2015-04-21,828-50-00,603310-5963
10145,5:30:40,2015-08-27,239-41-01,603310-5963
10146,14:09:08,2017-10-17,602-75-08,603310-5963
10147,4:39:03,2016-01-25,715-11-07,603310-5963
10148,8:49:58,2017-11-01,156-77-05,603310-5963
10149,13:17:58,2016-10-20,179-04-03,603310-5963
10150,12:32:06,2018-07-13,531-41-08,603310-5963
10151,8:41:15,2016-12-16,868-60-02,603310-5963
10152,2:14:41,2015-06-01,468-47-01,603310-5963
10153,13:48:46,2017-03-02,629-20-09,603310-5963
10154,15:49:56,2017-11-15,652-69-02,603310-5963
10155,7:16:55,2018-09-17,179-04-03,603310-5963
10156,2:52:42,2015-09-25,656-46-08,603310-5963
10157,6:40:06,2018-10-16,556-82-00,603310-5963
10158,8:35:15,2018-05-29,589-77-08,603310-5963
10159,10:59:27,2016-07-14,088-54-03,603310-5963
10160,8:24:41,2015-03-18,291-92-06,603310-5963
10161,14:08:27,2017-07-26,607-98-00,603310-5963
10162,9:26:07,2017-04-28,556-14-01,603310-5963
10163,7:05:22,2018-11-29,280-93-00,603310-5963
10164,10:44:42,2016-07-01,488-72-09,603310-5963
10165,1:14:07,2018-05-30,038-15-04,603310-5963
10166,2:53:43,2018-05-17,313-59-07,603310-5963
10167,6:20:54,2016-09-15,222-08-07,603310-5963
10168,8:25:30,2015-11-17,789-33-03,603310-5963
10169,4:30:46,2015-03-11,255-46-03,603310-5963
10170,10:53:45,2015-05-22,463-31-06,603310-5963
10171,12:26:59,2017-02-20,179-04-03,603310-5963
10172,9:26:48,2015-07-28,425-24-03,603310-5963
10173,4:55:11,2018-11-14,830-25-03,603310-5963
10174,9:44:19,2018-01-22,490-22-02,603310-5963
10175,5:39:32,2017-06-14,156-77-05,603310-5963
10176,5:17:24,2018-05-09,558-55-00,603310-5963
10177,6:42:55,2015-10-01,691-26-01,603310-5963
10178,12:38:56,2018-01-16,471-24-09,603310-5963
10179,7:18:22,2016-12-09,054-47-09,603310-5963
10180,7:58:47,2015-02-05,376-80-05,603310-5963
10181,1:47:26,2017-03-01,722-58-06,603310-5963
10182,15:51:46,2018-09-11,581-17-07,603310-5963
10183,9:27:44,2015-12-21,872-12-07,603310-5963
10184,15:58:24,2015-10-26,054-47-09,603310-5963
10185,14:35:38,2016-09-16,703-67-05,603310-5963
10186,3:57:33,2018-08-22,340-12-09,603310-5963
10187,2:00:21,2016-04-11,766-87-03,603310-5963
10188,16:28:18,2016-06-22,818-23-07,603310-5963
10189,1:13:43,2016-04-05,531-41-08,603310-5963
10190,10:40:49,2015-10-02,313-59-07,603310-5963
10191,11:54:50,2015-01-27,241-50-07,603310-5963
10192,6:52:17,2015-04-06,629-20-09,603310-5963
10193,1:37:18,2015-12-28,533-84-05,603310-5963
10194,15:35:35,2018-08-03,602-75-08,603310-5963
10195,14:21:24,2015-03-30,396-51-01,603310-5963
10196,3:47:01,2015-04-16,173-54-03,603310-5963
10197,3:07:34,2016-05-09,113-57-02,603310-5963
10198,13:30:07,2015-05-20,872-12-07,603310-5963
10199,8:54:46,2017-03-02,591-01-08,603310-5963
10200,9:44:01,2018-10-08,179-04-03,603310-5963
10201,15:17:54,2018-03-22,687-24-02,603310-5963
10202,6:59:53,2018-09-07,463-72-03,603310-5963
10203,8:32:00,2017-11-27,390-75-09,603310-5963
10204,8:11:09,2015-01-19,678-84-04,603310-5963
10205,6:11:22,2017-03-13,556-14-01,603310-5963
10206,7:02:41,2015-09-08,733-27-06,603310-5963
10207,8:52:02,2015-10-21,200-47-07,603310-5963
10208,8:37:36,2018-12-20,454-45-00,603310-5963
10209,7:11:41,2017-10-26,311-87-00,603310-5963
10210,11:05:36,2018-12-10,872-47-04,603310-5963
10211,9:07:06,2016-09-01,376-80-05,603310-5963
10212,16:13:43,2018-04-16,121-75-04,603310-5963
10213,2:58:55,2016-03-02,381-07-02,603310-5963
