id,Bar,BarState,License,Name,DrinkerState,SSN
8282,Artesian,Florida,023683-4925,Damian Ingram,Florida,283-33-00
8283,Artesian,Florida,023683-4925,Cairo Livingston,Florida,869-05-04
8284,Artesian,Florida,023683-4925,Idona Anderson,Florida,110-27-01
8285,Artesian,Florida,023683-4925,Shaeleigh Pittman,Florida,654-37-07
8286,Artesian,Florida,023683-4925,Abel Pace,Florida,729-12-00
8287,Artesian,Florida,023683-4925,Hop Sears,Florida,265-51-02
8288,Artesian,Florida,023683-4925,Jack Contreras,Florida,577-35-07
8289,Artesian,Florida,023683-4925,Octavia Cook,Florida,492-31-01
8290,Artesian,Florida,023683-4925,Bruce Gray,Florida,711-28-04
8291,Artesian,Florida,023683-4925,Berk Heath,Florida,363-43-05
8292,Artesian,Florida,023683-4925,Hakeem Green,Florida,616-18-09
8293,Artesian,Florida,023683-4925,Charissa Stokes,Florida,420-14-02
8294,Artesian,Florida,023683-4925,Moses Weiss,Florida,175-96-07
8295,Artesian,Florida,023683-4925,Hakeem Malone,Florida,256-27-05
8296,Artesian,Florida,023683-4925,Jordan Adams,Florida,481-77-00
8297,Artesian,Florida,023683-4925,Carissa Daniel,Florida,647-92-00
8298,Artesian,Florida,023683-4925,Jerry Roth,Florida,854-53-08
8299,Artesian,Florida,023683-4925,Daquan Rose,Florida,590-68-07
8300,Artesian,Florida,023683-4925,Lysandra Walters,Florida,308-79-06
8301,Artesian,Florida,023683-4925,Tucker Bright,Florida,711-71-06
8302,Artesian,Florida,023683-4925,Tara Hamilton,Florida,018-72-00
8303,Artesian,Florida,023683-4925,Chester Christensen,Florida,221-37-06
8304,Artesian,Florida,023683-4925,Luke Burks,Florida,511-63-03
8305,Artesian,Florida,023683-4925,Rowan Keith,Florida,559-91-00
8306,Artesian,Florida,023683-4925,Camilla David,Florida,055-39-01
8307,Artesian,Florida,023683-4925,Aubrey Dudley,Florida,893-87-00
8308,Artesian,Florida,023683-4925,Driscoll Atkinson,Florida,323-51-09
8309,Artesian,Florida,023683-4925,Vaughan Mcneil,Florida,524-24-09
8310,Artesian,Florida,023683-4925,Lionel Fields,Florida,693-83-02
8311,CHICKEN BASKET,Massachusetts,392762-0769,Tamekah Ortega,Massachusetts,035-53-00
8312,CHICKEN BASKET,Massachusetts,392762-0769,Martin Hendricks,Massachusetts,582-60-02
8313,CHICKEN BASKET,Massachusetts,392762-0769,Zelenia Stanton,Massachusetts,742-20-00
8314,CHICKEN BASKET,Massachusetts,392762-0769,Madeline Green,Massachusetts,195-84-01
8315,CHICKEN BASKET,Massachusetts,392762-0769,Keelie Christensen,Massachusetts,744-25-07
8316,CHICKEN BASKET,Massachusetts,392762-0769,Florence Norman,Massachusetts,046-68-02
8317,CHICKEN BASKET,Massachusetts,392762-0769,Britanni Vaughan,Massachusetts,369-05-00
8318,CHICKEN BASKET,Massachusetts,392762-0769,Trevor Morse,Massachusetts,565-76-01
8319,CHICKEN BASKET,Massachusetts,392762-0769,Kameko Stokes,Massachusetts,854-67-06
8320,CHICKEN BASKET,Massachusetts,392762-0769,Kaden Maynard,Massachusetts,549-30-00
8321,CHICKEN BASKET,Massachusetts,392762-0769,Bert Bender,Massachusetts,674-16-01
8322,CHICKEN BASKET,Massachusetts,392762-0769,Vance Dunlap,Massachusetts,113-62-03
8323,CHICKEN BASKET,Massachusetts,392762-0769,Germaine Dalton,Massachusetts,703-46-07
8324,CHICKEN BASKET,Massachusetts,392762-0769,Evelyn Lewis,Massachusetts,492-33-02
8325,CHICKEN BASKET,Massachusetts,392762-0769,Gemma Larson,Massachusetts,085-03-08
8326,CHICKEN BASKET,Massachusetts,392762-0769,Jade Sloan,Massachusetts,513-21-07
8327,CHICKEN BASKET,Massachusetts,392762-0769,Aladdin Reid,Massachusetts,287-21-04
8328,CHICKEN BASKET,Massachusetts,392762-0769,Silas Gilliam,Massachusetts,210-05-04
8329,CHICKEN BASKET,Massachusetts,392762-0769,Jeanette Bright,Massachusetts,692-50-00
8330,CHICKEN BASKET,Massachusetts,392762-0769,Meredith Potts,Massachusetts,083-95-05
8331,CHICKEN BASKET,Massachusetts,392762-0769,Tanner Lloyd,Massachusetts,822-65-06
8332,CHICKEN BASKET,Massachusetts,392762-0769,Brady Horne,Massachusetts,714-18-08
8333,CHICKEN BASKET,Massachusetts,392762-0769,Jaquelyn Barton,Massachusetts,223-14-02
8334,CHICKEN BASKET,Massachusetts,392762-0769,Judith Blanchard,Massachusetts,879-28-03
8335,CHICKEN BASKET,Massachusetts,392762-0769,Abigail Collier,Massachusetts,415-32-05
8336,CHICKEN BASKET,Massachusetts,392762-0769,Brenna Callahan,Massachusetts,193-74-09
8337,CHICKEN BASKET,Massachusetts,392762-0769,Kiona Guerrero,Massachusetts,319-71-01
8338,CHICKEN BASKET,Massachusetts,392762-0769,Herman Pate,Massachusetts,494-47-08
8339,CHICKEN BASKET,Massachusetts,392762-0769,Sade Barrett,Massachusetts,723-37-05
8340,CHICKEN BASKET,Massachusetts,392762-0769,Scott Myers,Massachusetts,723-37-07
8341,CHICKEN BASKET,Massachusetts,392762-0769,Alma Schmidt,Massachusetts,646-72-09
8342,CHICKEN BASKET,Massachusetts,392762-0769,Anjolie Mays,Massachusetts,149-37-06
8343,CHICKEN BASKET,Massachusetts,392762-0769,Latifah Whitney,Massachusetts,459-77-02
8344,CHICKEN BASKET,Massachusetts,392762-0769,Hayes Newman,Massachusetts,185-75-04
8345,CHICKEN BASKET,Massachusetts,392762-0769,Unity Alston,Massachusetts,788-29-04
8346,CHICKEN BASKET,Massachusetts,392762-0769,Isaiah Melton,Massachusetts,020-74-05
8347,CHICKEN BASKET,Massachusetts,392762-0769,Sylvester Hardin,Massachusetts,250-19-07
8348,CHICKEN BASKET,Massachusetts,392762-0769,Chester Sanford,Massachusetts,130-23-05
8349,CHICKEN BASKET,Massachusetts,392762-0769,May Carpenter,Massachusetts,792-62-01
8350,CHICKEN BASKET,Massachusetts,392762-0769,Ralph Petersen,Massachusetts,819-19-04
8351,CHICKEN BASKET,Massachusetts,392762-0769,Micah Talley,Massachusetts,362-14-09
8352,CHICKEN BASKET,Massachusetts,392762-0769,Kimberley Coffey,Massachusetts,897-21-06
8353,CHICKEN BASKET,Massachusetts,392762-0769,Pascale Castillo,Massachusetts,425-94-05
8354,CHICKEN BASKET,Massachusetts,392762-0769,Erin Cummings,Massachusetts,252-66-04
8355,CHICKEN BASKET,Massachusetts,392762-0769,Yoko Hickman,Massachusetts,001-31-05
8356,CHICKEN BASKET,Massachusetts,392762-0769,Rhona Fuentes,Massachusetts,359-53-08
8357,MOBY DICK SEAFOOD,New Mexico,953947-6565,Casey Hancock,New Mexico,602-46-04
8358,MOBY DICK SEAFOOD,New Mexico,953947-6565,Coby Bullock,New Mexico,437-73-01
8359,MOBY DICK SEAFOOD,New Mexico,953947-6565,Cain Bond,New Mexico,360-02-03
8360,MOBY DICK SEAFOOD,New Mexico,953947-6565,Gannon Miller,New Mexico,439-19-02
8361,MOBY DICK SEAFOOD,New Mexico,953947-6565,Signe Nieves,New Mexico,617-74-08
8362,MOBY DICK SEAFOOD,New Mexico,953947-6565,Larissa Pate,New Mexico,563-07-09
8363,MOBY DICK SEAFOOD,New Mexico,953947-6565,Quyn Mcclure,New Mexico,856-91-03
8364,MOBY DICK SEAFOOD,New Mexico,953947-6565,Anne Floyd,New Mexico,711-33-01
8365,MOBY DICK SEAFOOD,New Mexico,953947-6565,Madison Mcbride,New Mexico,230-42-09
8366,MOBY DICK SEAFOOD,New Mexico,953947-6565,Eleanor Summers,New Mexico,282-54-06
8367,MOBY DICK SEAFOOD,New Mexico,953947-6565,Simone Strong,New Mexico,801-84-03
8368,MOBY DICK SEAFOOD,New Mexico,953947-6565,Mufutau Christensen,New Mexico,071-34-07
8369,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Solomon Ratliff,Arkansas,201-01-01
8370,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Clio Sampson,Arkansas,747-65-06
8371,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Aurora Jensen,Arkansas,444-43-02
8372,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Basil Hutchinson,Arkansas,591-34-07
8373,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Brenden Boyle,Arkansas,775-75-09
8374,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Gemma Guy,Arkansas,462-13-04
8375,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Acton Horn,Arkansas,129-74-07
8376,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Chester Malone,Arkansas,407-78-04
8377,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Whoopi Barr,Arkansas,204-28-07
8378,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Xenos Stein,Arkansas,594-86-01
8379,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Abel Black,Arkansas,040-52-04
8380,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Lane Stanton,Arkansas,863-88-03
8381,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Griffin Aguilar,Arkansas,745-34-05
8382,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Brian Bush,Arkansas,603-98-05
8383,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Shay Pacheco,Arkansas,100-73-03
8384,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Yoshi Thompson,Arkansas,693-92-04
8385,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Lucy Sullivan,Arkansas,654-77-02
8386,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Erin Hewitt,Arkansas,190-55-03
8387,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Alexander Watson,Arkansas,032-45-04
8388,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Anne Coffey,Arkansas,243-93-05
8389,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Veda Bridges,Arkansas,556-92-06
8390,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Blythe Robertson,Arkansas,233-19-03
8391,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Vivien Richardson,Arkansas,053-44-01
8392,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Gavin Hayes,Arkansas,087-96-02
8393,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Lucius Simpson,Arkansas,627-60-07
8394,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Kendall Pitts,Arkansas,610-27-03
8395,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Harrison Baxter,Arkansas,385-85-03
8396,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Mohammad Garza,Arkansas,278-58-07
8397,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Ashton Howard,Arkansas,170-14-02
8398,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Cyrus Miles,Arkansas,763-69-05
8399,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Brenna Nunez,Arkansas,457-81-05
8400,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Yetta Kent,Arkansas,615-92-05
8401,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Reagan Barnett,Arkansas,413-69-06
8402,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Zenia Santos,Arkansas,138-78-02
8403,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Aidan Sparks,Arkansas,176-97-04
8404,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Allen Allison,Arkansas,593-28-08
8405,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Brielle Henry,Arkansas,703-97-02
8406,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Belle Padilla,Arkansas,285-69-04
8407,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Cally Moran,Arkansas,793-29-08
8408,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Leo York,Arkansas,835-43-02
8409,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Dane Gilliam,Arkansas,052-60-06
8410,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Carissa Parks,Arkansas,246-17-01
8411,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Robin Burns,Arkansas,180-90-03
8412,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Sonia Franklin,Arkansas,002-04-01
8413,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Mara Blackwell,Arkansas,575-88-09
8414,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Callie Wilkinson,Arkansas,264-70-07
8415,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Chancellor Sharpe,Arkansas,539-75-06
8416,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Rose Alford,Arkansas,109-04-07
8417,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Brady Hart,Arkansas,730-94-08
8418,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Keegan Chambers,Arkansas,621-89-04
8419,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Mona Waters,Arkansas,870-51-03
8420,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Venus Roth,Arkansas,468-97-00
8421,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Adrienne Berry,Arkansas,073-86-08
8422,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Breanna Hoover,Arkansas,464-81-07
8423,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Bianca Fowler,Arkansas,465-98-03
8424,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Celeste Bond,Arkansas,342-47-01
8425,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Ferdinand Rutledge,Arkansas,763-45-08
8426,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Laith Hanson,Arkansas,507-11-07
8427,OLNEY ALE HOUSE,Oklahoma,103007-8750,Hyacinth Rush,Oklahoma,851-90-07
8428,OLNEY ALE HOUSE,Oklahoma,103007-8750,Barry West,Oklahoma,237-49-01
8429,OLNEY ALE HOUSE,Oklahoma,103007-8750,Daniel Frost,Oklahoma,565-70-03
8430,OLNEY ALE HOUSE,Oklahoma,103007-8750,Ira Sargent,Oklahoma,353-99-08
8431,OLNEY ALE HOUSE,Oklahoma,103007-8750,Stone Jenkins,Oklahoma,281-40-03
8432,OLNEY ALE HOUSE,Oklahoma,103007-8750,Wyatt Velasquez,Oklahoma,228-48-08
8433,OLNEY ALE HOUSE,Oklahoma,103007-8750,Grady Goodwin,Oklahoma,630-83-07
8434,OLNEY ALE HOUSE,Oklahoma,103007-8750,Devin Herman,Oklahoma,618-18-04
8435,OLNEY ALE HOUSE,Oklahoma,103007-8750,Abbot Velasquez,Oklahoma,752-55-09
8436,OLNEY ALE HOUSE,Oklahoma,103007-8750,Catherine Beasley,Oklahoma,800-95-06
8437,OLNEY ALE HOUSE,Oklahoma,103007-8750,Rowan Lane,Oklahoma,810-78-08
8438,OLNEY ALE HOUSE,Oklahoma,103007-8750,Meghan Welch,Oklahoma,199-71-01
8439,OLNEY ALE HOUSE,Oklahoma,103007-8750,Tobias Walton,Oklahoma,644-80-08
8440,OLNEY ALE HOUSE,Oklahoma,103007-8750,Charity Luna,Oklahoma,357-10-08
8441,OLNEY ALE HOUSE,Oklahoma,103007-8750,Denton Mccullough,Oklahoma,314-99-08
8442,OLNEY ALE HOUSE,Oklahoma,103007-8750,Rogan Burns,Oklahoma,394-53-00
8443,OLNEY ALE HOUSE,Oklahoma,103007-8750,April Parrish,Oklahoma,519-06-08
8444,OLNEY ALE HOUSE,Oklahoma,103007-8750,Lynn Duffy,Oklahoma,023-56-01
8445,OLNEY ALE HOUSE,Oklahoma,103007-8750,Abraham Craig,Oklahoma,653-29-08
8446,OLNEY ALE HOUSE,Oklahoma,103007-8750,Ariana Haley,Oklahoma,702-79-08
8447,OLNEY ALE HOUSE,Oklahoma,103007-8750,Sheila Noel,Oklahoma,607-55-05
8448,OLNEY ALE HOUSE,Oklahoma,103007-8750,Dahlia Harrington,Oklahoma,753-03-02
8449,OLNEY ALE HOUSE,Oklahoma,103007-8750,Tate Travis,Oklahoma,610-09-00
8450,OLNEY ALE HOUSE,Oklahoma,103007-8750,Gloria Berg,Oklahoma,106-67-03
8451,OLNEY ALE HOUSE,Oklahoma,103007-8750,Marshall Gallegos,Oklahoma,507-73-01
8452,OLNEY ALE HOUSE,Oklahoma,103007-8750,Hannah Walsh,Oklahoma,803-26-01
8453,OLNEY ALE HOUSE,Oklahoma,103007-8750,Blaine Hoover,Oklahoma,750-06-08
8454,OLNEY ALE HOUSE,Oklahoma,103007-8750,Kermit Willis,Oklahoma,139-69-04
8455,OLNEY ALE HOUSE,Oklahoma,103007-8750,Sarah Sharp,Oklahoma,709-97-01
8456,OLNEY ALE HOUSE,Oklahoma,103007-8750,Linda Francis,Oklahoma,672-44-05
8457,OLNEY ALE HOUSE,Oklahoma,103007-8750,Adrienne Salazar,Oklahoma,593-43-05
8458,OLNEY ALE HOUSE,Oklahoma,103007-8750,Natalie Erickson,Oklahoma,782-90-09
8459,OLNEY ALE HOUSE,Oklahoma,103007-8750,Deacon William,Oklahoma,035-99-00
8460,OLNEY ALE HOUSE,Oklahoma,103007-8750,Maite Goodman,Oklahoma,581-49-06
8461,OLNEY ALE HOUSE,Oklahoma,103007-8750,Ruth Slater,Oklahoma,773-31-04
8462,OLNEY ALE HOUSE,Oklahoma,103007-8750,Teegan Moore,Oklahoma,007-29-02
8463,OLNEY ALE HOUSE,Oklahoma,103007-8750,Aretha Long,Oklahoma,262-46-02
8464,OLNEY ALE HOUSE,Oklahoma,103007-8750,Darrel Marshall,Oklahoma,371-58-09
8465,OLNEY ALE HOUSE,Oklahoma,103007-8750,Kato Simon,Oklahoma,253-79-07
8466,OLNEY ALE HOUSE,Oklahoma,103007-8750,Phelan Hale,Oklahoma,068-69-03
8467,OLNEY ALE HOUSE,Oklahoma,103007-8750,Kenneth Randall,Oklahoma,347-61-07
8468,OLNEY ALE HOUSE,Oklahoma,103007-8750,Hall Clemons,Oklahoma,013-96-03
8469,OLNEY ALE HOUSE,Oklahoma,103007-8750,Brynne Roach,Oklahoma,519-71-03
8470,OLNEY ALE HOUSE,Oklahoma,103007-8750,Clarke Richmond,Oklahoma,409-62-03
8471,OLNEY ALE HOUSE,Oklahoma,103007-8750,Jaquelyn Hudson,Oklahoma,603-89-07
8472,OLNEY ALE HOUSE,Oklahoma,103007-8750,Iliana Romero,Oklahoma,139-46-07
8473,OLNEY ALE HOUSE,Oklahoma,103007-8750,Hakeem Mason,Oklahoma,813-62-04
8474,OLNEY ALE HOUSE,Oklahoma,103007-8750,Erica Mueller,Oklahoma,874-07-01
8475,OLNEY ALE HOUSE,Oklahoma,103007-8750,Wesley Mason,Oklahoma,492-51-02
8476,OLNEY ALE HOUSE,Oklahoma,103007-8750,Amethyst Ellison,Oklahoma,308-27-02
8477,OLNEY ALE HOUSE,Oklahoma,103007-8750,Hamish Peters,Oklahoma,296-81-05
8478,OLNEY ALE HOUSE,Oklahoma,103007-8750,Brennan Foster,Oklahoma,640-88-04
8479,OLNEY ALE HOUSE,Oklahoma,103007-8750,Linda Dodson,Oklahoma,561-32-09
8480,OLNEY ALE HOUSE,Oklahoma,103007-8750,Neil Garza,Oklahoma,827-09-07
8481,OLNEY ALE HOUSE,Oklahoma,103007-8750,Brody Finley,Oklahoma,431-66-01
8482,OLNEY ALE HOUSE,Oklahoma,103007-8750,Zia Ochoa,Oklahoma,774-69-08
8483,OLNEY ALE HOUSE,Oklahoma,103007-8750,Raja Cummings,Oklahoma,374-97-08
8484,OLNEY ALE HOUSE,Oklahoma,103007-8750,Samuel Cohen,Oklahoma,400-85-08
8485,OLNEY ALE HOUSE,Oklahoma,103007-8750,Alice Middleton,Oklahoma,079-29-08
8486,OLNEY ALE HOUSE,Oklahoma,103007-8750,Noah Dudley,Oklahoma,810-43-06
8487,OLNEY ALE HOUSE,Oklahoma,103007-8750,Kameko Deleon,Oklahoma,734-51-03
8488,PETERS CARRY OUT,Delaware,825935-7435,Myles Montgomery,Delaware,055-29-07
8489,PETERS CARRY OUT,Delaware,825935-7435,Jemima Mccoy,Delaware,187-65-07
8490,PETERS CARRY OUT,Delaware,825935-7435,Willa Ford,Delaware,707-71-04
8491,PETERS CARRY OUT,Delaware,825935-7435,Chandler Robbins,Delaware,245-70-02
8492,PETERS CARRY OUT,Delaware,825935-7435,Dieter Aguirre,Delaware,254-65-03
8493,PETERS CARRY OUT,Delaware,825935-7435,Ashton Leonard,Delaware,106-93-07
8494,PETERS CARRY OUT,Delaware,825935-7435,Jenette Carey,Delaware,260-25-06
8495,PETERS CARRY OUT,Delaware,825935-7435,Hiram Jones,Delaware,683-65-02
8496,PETERS CARRY OUT,Delaware,825935-7435,Ciaran Sharpe,Delaware,841-03-04
8497,PETERS CARRY OUT,Delaware,825935-7435,Breanna Chavez,Delaware,441-59-05
8498,PETERS CARRY OUT,Delaware,825935-7435,Nora Harmon,Delaware,418-87-08
8499,PETERS CARRY OUT,Delaware,825935-7435,Randall Joyce,Delaware,885-74-04
8500,PETERS CARRY OUT,Delaware,825935-7435,Zelenia Newman,Delaware,219-13-06
8501,PETERS CARRY OUT,Delaware,825935-7435,Margaret Chavez,Delaware,268-96-00
8502,PETERS CARRY OUT,Delaware,825935-7435,Oren Bowman,Delaware,754-56-05
8503,PETERS CARRY OUT,Delaware,825935-7435,Dylan Robertson,Delaware,443-03-00
8504,PETERS CARRY OUT,Delaware,825935-7435,Noble Goodman,Delaware,322-03-08
8505,PETERS CARRY OUT,Delaware,825935-7435,Astra Jenkins,Delaware,088-63-00
8506,PETERS CARRY OUT,Delaware,825935-7435,Demetrius Stein,Delaware,602-73-01
8507,PETERS CARRY OUT,Delaware,825935-7435,Zena Mills,Delaware,836-19-09
8508,PETERS CARRY OUT,Delaware,825935-7435,Quamar Davidson,Delaware,569-16-00
8509,PETERS CARRY OUT,Delaware,825935-7435,Kalia Mccarthy,Delaware,316-37-07
8510,PETERS CARRY OUT,Delaware,825935-7435,Cadman Gaines,Delaware,135-23-07
8511,PETERS CARRY OUT,Delaware,825935-7435,Melanie Patton,Delaware,232-15-07
8512,PETERS CARRY OUT,Delaware,825935-7435,Brielle Henderson,Delaware,109-52-03
8513,PETERS CARRY OUT,Delaware,825935-7435,Leigh Valdez,Delaware,372-93-06
8514,PETERS CARRY OUT,Delaware,825935-7435,Ima Garcia,Delaware,473-59-05
8515,PETERS CARRY OUT,Delaware,825935-7435,Kenneth Slater,Delaware,870-31-06
8516,PETERS CARRY OUT,Delaware,825935-7435,Noelani Spencer,Delaware,887-44-09
8517,PETERS CARRY OUT,Delaware,825935-7435,Zeph Flowers,Delaware,441-58-03
8518,PETERS CARRY OUT,Delaware,825935-7435,Lyle Winters,Delaware,663-12-02
8519,PETERS CARRY OUT,Delaware,825935-7435,Axel Freeman,Delaware,782-12-01
8520,PETERS CARRY OUT,Delaware,825935-7435,Leah Alvarado,Delaware,765-78-07
8521,PETERS CARRY OUT,Delaware,825935-7435,Chelsea Dennis,Delaware,021-94-05
8522,PETERS CARRY OUT,Delaware,825935-7435,Josephine Conway,Delaware,251-10-05
8523,PETERS CARRY OUT,Delaware,825935-7435,Kai Wiley,Delaware,529-60-03
8524,PETERS CARRY OUT,Delaware,825935-7435,Zorita Nunez,Delaware,071-72-06
8525,PETERS CARRY OUT,Delaware,825935-7435,Hop Atkins,Delaware,312-21-08
8526,PETERS CARRY OUT,Delaware,825935-7435,George Best,Delaware,416-18-08
8527,PETERS CARRY OUT,Delaware,825935-7435,Cullen Lott,Delaware,225-65-03
8528,PETERS CARRY OUT,Delaware,825935-7435,Price Hines,Delaware,228-63-04
8529,PETERS CARRY OUT,Delaware,825935-7435,Sebastian Thomas,Delaware,014-64-08
8530,PETERS CARRY OUT,Delaware,825935-7435,Dustin Foley,Delaware,864-12-03
8531,PETERS CARRY OUT,Delaware,825935-7435,Jenna Roberson,Delaware,715-50-03
8532,PETERS CARRY OUT,Delaware,825935-7435,Aaron Thompson,Delaware,308-63-02
8533,PETERS CARRY OUT,Delaware,825935-7435,Wang Rhodes,Delaware,746-01-04
8534,PETERS CARRY OUT,Delaware,825935-7435,Cassidy Mathews,Delaware,113-36-03
8535,PETERS CARRY OUT,Delaware,825935-7435,Lucas Conley,Delaware,663-40-00
8536,PETERS CARRY OUT,Delaware,825935-7435,Lester Bright,Delaware,167-29-00
8537,MAMA WOK,New Jersey,975515-0035,Stella Webb,New Jersey,649-34-08
8538,MAMA WOK,New Jersey,975515-0035,Evan Burt,New Jersey,328-52-06
8539,MAMA WOK,New Jersey,975515-0035,Clare Clemons,New Jersey,580-37-01
8540,MAMA WOK,New Jersey,975515-0035,Oscar Pickett,New Jersey,526-66-00
8541,MAMA WOK,New Jersey,975515-0035,Leilani Huffman,New Jersey,062-48-01
8542,MAMA WOK,New Jersey,975515-0035,Howard Livingston,New Jersey,610-52-04
8543,MAMA WOK,New Jersey,975515-0035,Clio Stewart,New Jersey,310-35-04
8544,MAMA WOK,New Jersey,975515-0035,Keelie Eaton,New Jersey,434-84-00
8545,MAMA WOK,New Jersey,975515-0035,Autumn Combs,New Jersey,654-18-06
8546,MAMA WOK,New Jersey,975515-0035,Ulla Nixon,New Jersey,409-66-04
8547,MAMA WOK,New Jersey,975515-0035,Aaron Weiss,New Jersey,567-44-09
8548,MAMA WOK,New Jersey,975515-0035,Kenyon Wolfe,New Jersey,089-91-08
8549,MAMA WOK,New Jersey,975515-0035,Reece Klein,New Jersey,330-71-02
8550,MAMA WOK,New Jersey,975515-0035,Silas Dorsey,New Jersey,855-56-00
8551,MAMA WOK,New Jersey,975515-0035,Zephania Randolph,New Jersey,549-94-08
8552,MAMA WOK,New Jersey,975515-0035,Garth Goodwin,New Jersey,767-91-05
8553,MAMA WOK,New Jersey,975515-0035,Dorothy Church,New Jersey,094-49-01
8554,MAMA WOK,New Jersey,975515-0035,Rigel Acosta,New Jersey,349-04-03
8555,MAMA WOK,New Jersey,975515-0035,Hakeem Norton,New Jersey,162-36-07
8556,MAMA WOK,New Jersey,975515-0035,Ima Downs,New Jersey,512-04-04
8557,MAMA WOK,New Jersey,975515-0035,Sawyer Ratliff,New Jersey,707-27-00
8558,MAMA WOK,New Jersey,975515-0035,Carlos Frazier,New Jersey,878-67-01
8559,MAMA WOK,New Jersey,975515-0035,Felicia Snyder,New Jersey,834-64-01
8560,MAMA WOK,New Jersey,975515-0035,Ginger Hull,New Jersey,838-51-02
8561,MAMA WOK,New Jersey,975515-0035,Hashim Rutledge,New Jersey,753-10-01
8562,MAMA WOK,New Jersey,975515-0035,Lee Whitaker,New Jersey,379-09-01
8563,The Rivoli Bar,Maine,726147-6027,Phelan Nieves,Maine,389-33-08
8564,The Rivoli Bar,Maine,726147-6027,Chelsea Holden,Maine,329-08-06
8565,The Rivoli Bar,Maine,726147-6027,Herrod Fletcher,Maine,434-77-06
8566,The Rivoli Bar,Maine,726147-6027,Michelle Wheeler,Maine,369-86-07
8567,The Rivoli Bar,Maine,726147-6027,Addison Trujillo,Maine,625-37-04
